no,income
26339,0
27266,0
4413,0
7741,0
8053,1
6457,0
28599,0
23790,0
4524,1
725,0
16912,0
22774,0
10974,0
13631,0
13400,1
22027,0
17331,0
8582,1
19025,0
3944,0
11608,1
27957,0
6359,0
27233,0
16746,0
26475,0
3710,0
27317,0
17428,0
18870,1
26199,1
15496,0
6114,0
19475,1
17786,0
11130,0
16404,0
8153,0
23012,0
12453,0
9817,1
24053,0
11095,0
10343,0
15566,0
23880,0
14382,0
8641,0
28606,1
14439,0
26093,0
9003,1
7104,0
25643,0
8594,1
17443,0
1728,0
3013,0
12692,0
16785,0
24947,0
8654,0
16350,0
17551,0
5318,0
15899,0
1867,0
15733,0
22695,1
12790,0
20263,0
23440,0
27898,1
17462,0
12160,0
26165,0
16710,0
6083,0
13612,1
14386,0
4654,0
1624,0
17250,0
26377,0
3185,0
5030,0
7604,0
25956,1
2806,0
28853,0
10559,0
21824,0
12052,0
12201,1
24096,0
21837,0
27519,0
1581,1
11186,0
21458,0
24030,0
21496,0
872,0
9718,0
16340,1
10907,0
16018,0
22652,0
25071,1
4023,1
23297,0
12132,0
21309,0
13821,1
9954,0
622,0
17128,1
25745,0
19232,0
21560,1
5385,0
18592,0
10284,0
11490,1
550,0
21146,0
3991,0
9212,0
18703,0
27123,0
11715,1
25777,1
9915,1
19930,0
4027,0
8999,0
22305,0
20226,0
16642,0
25621,0
20833,1
12036,0
16978,0
2405,0
11674,0
23612,1
5379,0
19256,0
1323,0
7473,0
14612,0
5108,0
27421,0
28503,0
11428,0
15391,1
4106,0
6677,1
12817,0
6808,0
22804,1
23162,0
25938,0
22988,0
15108,1
12254,1
21041,0
14267,0
23383,0
4430,1
28984,0
6682,0
12057,1
9169,0
29248,0
12431,0
14345,0
2754,0
28534,1
20397,0
26201,0
521,0
10799,0
2851,0
17952,1
15729,1
381,0
3666,1
13116,0
5199,1
23562,0
6158,0
23185,0
13429,0
2670,0
23378,0
22286,0
5070,0
2280,0
15046,0
11794,0
772,0
23857,0
19742,1
28089,0
25948,0
19148,0
25935,0
2439,0
12832,0
19322,0
23988,1
28593,1
15779,0
8858,1
18080,0
16906,0
9984,1
15000,0
3242,0
25174,0
24114,0
8463,1
25042,1
28139,0
19078,0
10835,0
25785,1
24188,1
720,1
9402,0
16787,1
23145,0
14812,0
29004,1
12334,0
8586,1
1456,0
25062,0
15746,0
20662,0
16836,1
13188,0
3327,0
27750,0
22441,0
9960,0
15310,1
6864,1
4207,0
28825,0
7383,1
6847,0
29106,0
12314,1
4347,0
17948,0
11845,0
1068,0
5112,0
1481,0
1676,1
13215,1
20034,0
3816,0
8956,1
11894,0
2086,0
21341,0
3284,0
9388,0
22148,0
5339,0
28347,1
1148,0
21781,0
2713,0
7003,0
25538,0
19144,1
25805,0
18441,0
1882,0
13428,0
24635,1
13271,0
6861,0
26067,0
27676,0
5427,0
13711,0
15176,0
21159,0
15188,0
13342,1
12815,1
21013,1
23747,1
28155,0
16441,1
22267,0
28104,1
2869,0
24158,0
8466,0
26174,0
22824,1
22765,0
13846,1
13574,0
11598,0
21851,0
13294,0
22975,0
24298,0
14187,0
5669,0
25046,1
25953,0
8209,0
2821,0
15123,1
18306,0
27736,0
3182,0
23067,0
12440,0
19024,1
24210,0
6331,1
29173,1
1022,0
9356,0
6757,1
18215,0
19928,0
15822,0
4317,0
20269,1
26402,0
7369,0
7447,1
769,0
26297,0
28331,0
21338,0
12657,0
24066,1
7731,1
13991,0
15013,0
26496,0
11102,0
24677,0
24271,0
25622,0
20097,0
23264,1
2451,0
1164,0
3376,0
12200,0
6059,0
11009,0
4007,0
5994,1
9261,0
21378,1
14081,0
20698,0
24901,1
17803,0
23363,0
5155,0
11398,0
23063,0
3283,1
20160,0
8564,0
12906,0
19185,0
17889,0
3685,0
12783,0
14953,0
14430,0
4662,0
16672,1
15373,0
23986,0
6914,1
14162,0
7404,0
986,1
1239,0
9660,1
21116,0
8507,1
22137,0
27510,1
3893,0
6110,0
17543,0
784,0
22959,0
19954,0
691,0
4051,0
6998,0
5495,0
26863,0
18428,0
6293,1
12376,0
9479,0
16253,0
26983,0
15484,0
4656,1
10865,1
566,0
1425,1
10726,0
7994,0
20040,1
9708,0
26634,1
1627,0
6209,0
18105,0
19063,1
23163,0
18417,0
14550,1
18762,0
20438,1
29078,1
600,1
12069,1
13692,0
27903,0
20332,0
20127,0
22257,1
25911,1
6428,0
3518,0
7509,0
13352,0
5758,0
4312,0
10430,0
9311,0
17892,0
138,0
27083,0
3631,0
24176,0
3750,0
16546,0
14693,0
6046,0
21523,0
11660,0
1582,0
8022,0
27721,0
19099,0
22361,0
23711,0
22741,0
27658,1
24414,0
23028,0
13934,0
18320,0
25505,1
14919,0
14125,0
17580,0
9581,0
7764,0
27367,0
19107,0
19461,1
230,1
28982,0
5962,1
25564,0
18333,0
16012,1
595,1
2489,1
6353,0
21437,1
11497,0
26535,0
7018,1
6259,0
10054,0
4158,0
5763,0
22711,0
715,0
7356,0
11920,0
22908,1
12325,0
21962,0
3875,1
13999,0
2891,1
18679,0
14492,0
21245,0
5424,0
17864,0
7747,0
16741,0
11879,0
28468,0
28670,0
24869,0
3206,1
20587,0
8567,0
18051,0
22522,0
3700,0
3053,0
18809,0
20767,0
13773,1
2716,0
27978,0
19952,0
15963,1
2667,1
9493,0
449,0
21459,0
12009,0
16182,0
17,0
14825,0
10868,0
29182,1
2207,0
11133,1
14922,0
13136,0
10311,0
120,0
20355,0
12722,1
24560,0
5500,0
27188,0
7191,1
11534,1
9752,0
14146,0
6382,0
22007,0
20500,0
18367,1
8731,0
18785,1
880,0
18619,0
17737,1
12246,0
24816,0
10552,0
11006,0
6751,0
27841,1
26397,1
2223,0
5769,0
11788,1
14586,0
21056,0
14427,0
21211,0
25005,1
12990,0
25002,0
5142,0
17758,0
8254,0
24223,0
14681,1
10702,0
15112,0
10281,1
25293,1
2573,0
4795,0
7507,0
15639,0
16036,1
9562,0
9645,1
13735,0
8853,0
26027,0
26417,0
9182,0
24512,0
1836,1
28945,0
10513,0
3929,0
16597,0
25176,1
1388,0
13085,0
13576,0
12834,1
26042,0
28381,0
3466,0
5275,0
15064,0
20013,0
18718,0
226,0
18477,0
20963,0
15990,0
11899,0
24681,0
8187,1
18200,0
27402,0
18274,0
25373,0
24070,0
10522,0
21298,0
28566,0
27186,0
468,0
9722,0
22909,0
5584,1
24117,1
16355,1
27195,0
16578,0
16160,0
3480,0
29262,0
4685,1
2787,1
25152,0
28410,0
23018,0
18979,0
23913,0
5049,1
5501,1
19624,0
584,0
14202,0
28262,0
21935,0
1795,1
1024,0
12093,1
6657,1
28919,1
26453,1
28994,1
9536,0
23244,1
24550,0
5766,0
23251,0
26566,0
21861,0
2194,0
2578,0
14645,0
20008,0
16207,1
11390,0
6567,0
24086,0
204,0
14123,1
13557,0
11407,0
22087,1
14414,1
7305,0
28354,1
23325,1
5771,0
19706,0
24526,1
1646,0
27101,1
20557,0
3453,1
4143,0
18301,1
3881,0
9015,1
7285,1
3445,0
14221,0
4555,0
10209,0
25011,0
23760,0
9610,0
12506,0
1457,0
13899,0
2671,0
8355,0
12758,1
2030,0
25832,0
9870,0
7868,0
14556,0
22679,0
12771,0
5926,0
6416,0
19390,0
14911,0
16011,0
5875,0
4911,0
12762,0
7389,0
215,1
573,0
1809,0
25681,0
15253,0
27013,0
21456,0
8836,0
17152,0
20919,0
17078,0
25020,0
18835,0
5767,1
7293,0
7392,0
3952,0
3871,0
7970,1
16929,0
23509,0
11782,1
1110,0
87,0
21308,1
16838,1
23437,0
26336,0
28214,0
4634,0
4140,1
2683,0
23944,0
26946,1
25316,0
21555,0
7801,0
4019,0
10451,1
15602,0
19905,0
5296,1
10634,0
15929,1
15234,0
12864,0
24284,0
27353,0
25976,0
19728,0
3489,0
19014,1
25837,0
28967,0
14035,0
9072,1
2798,1
6930,0
6237,0
22918,1
25596,0
15270,1
26013,1
24542,0
10569,0
22539,0
6131,1
8695,0
8920,0
14694,1
20091,0
11866,1
1252,1
15886,0
21476,1
20267,1
4129,1
26487,1
16000,0
11294,0
11375,0
27344,0
13780,0
59,0
6888,1
24803,1
27670,0
12470,0
6974,0
26054,0
4385,0
8114,0
7890,1
29243,0
7847,0
24552,0
21765,0
5910,0
3500,0
14925,0
5707,1
14241,0
27569,1
24707,0
20458,0
5477,1
17496,0
26228,0
23727,1
5476,0
23590,0
7635,1
2186,0
4212,1
24769,0
26470,0
672,0
23974,0
9269,1
84,0
20630,0
23695,1
18986,0
10012,0
24551,0
2729,0
22735,0
16397,0
18656,1
21321,0
19037,0
9509,0
728,0
28707,1
26178,1
3808,1
3168,0
5325,1
496,0
6284,1
19691,0
4103,0
22264,1
281,0
2706,0
8713,0
20457,0
26672,0
12638,0
25288,0
22084,0
16934,1
15904,1
26145,0
19945,0
5115,1
1947,0
8829,0
13133,0
28057,0
11290,0
23659,0
20398,1
17930,0
9129,1
7425,0
12985,1
18821,0
23803,0
22736,0
22884,1
15195,1
2251,0
4684,0
27178,0
16314,0
16986,0
27739,0
2449,1
2783,1
10909,0
28866,0
3074,0
10069,0
25904,0
4885,0
9715,0
13511,1
13808,0
2261,1
19828,0
17608,0
13571,1
14868,1
6644,0
24419,0
15989,0
21158,1
29073,0
25266,0
26389,0
26950,0
5066,0
8482,1
9630,0
18728,0
25504,1
10732,0
25135,1
22855,0
10884,0
12035,1
23132,0
7939,0
28571,0
1158,0
12997,0
29276,0
630,0
27961,0
397,0
25350,0
20684,0
1169,1
2249,0
12619,1
12729,0
24654,0
11264,1
5904,0
27557,0
15210,0
13690,0
21446,0
14881,0
16501,0
3572,1
26103,0
14828,0
25568,1
13225,1
25699,0
10628,0
27211,0
5169,1
2056,0
27598,1
3015,0
14422,0
22265,1
21565,0
2360,0
4237,1
11203,0
9938,0
16845,0
24081,0
14679,0
9941,1
14734,0
14097,0
23513,0
15870,1
8218,0
27713,0
2112,0
9918,0
20532,0
26630,0
779,0
20715,1
16817,0
8941,0
23543,0
9524,0
13742,0
13971,0
13928,1
66,1
11010,0
11405,1
1274,0
13470,0
8866,0
16172,0
26426,1
11340,0
4927,1
8782,0
19865,0
22108,0
26242,1
24265,0
21960,0
25712,0
15761,0
4618,0
11272,0
9811,0
7515,0
1806,0
2270,0
25295,0
26319,0
23187,0
5293,0
3502,0
14329,1
3536,1
16556,0
15953,0
9560,0
13759,0
5652,1
4176,0
199,0
4626,0
10854,0
6621,0
9905,1
4528,0
6724,0
7730,0
23960,1
1438,0
13084,0
11253,0
22828,0
6006,0
22781,0
14126,0
5071,0
13005,0
11850,0
26929,1
20301,0
5351,0
14588,1
11523,0
5881,0
10530,0
12945,0
24337,0
7553,1
15276,0
15856,1
19253,0
26025,0
1037,0
26164,0
2036,0
14774,0
28397,1
2066,0
24859,0
11566,0
1818,1
10429,0
22845,0
17156,0
13182,0
28278,0
7195,0
1620,0
14409,0
12879,0
26008,0
26586,1
9195,0
15575,0
12402,0
9377,0
23490,0
8938,0
28165,0
17097,0
22496,0
11641,0
8144,0
2184,1
7311,0
23704,0
27762,0
23366,0
1979,0
14577,0
24311,1
2788,0
6894,0
20761,0
15346,0
7107,0
15040,1
931,0
1371,0
11473,0
4292,0
1847,1
20161,0
14702,1
17467,0
4731,1
25678,0
14449,0
13549,0
2960,0
5855,0
12626,1
5830,0
497,0
11616,0
3126,0
5317,0
2657,0
1085,1
28310,0
11132,0
24486,0
864,1
25150,1
7072,0
6315,0
3191,0
17483,0
7879,0
11165,0
9050,0
25447,0
14515,1
3737,0
2799,0
287,0
28861,0
26780,0
26425,0
1079,1
9507,0
8389,0
9059,0
19564,0
3924,0
9976,1
9320,1
23206,0
22350,0
12472,0
7189,0
16040,1
15264,0
27950,1
18429,0
423,1
11100,0
24797,0
18504,0
14728,0
16315,0
26239,1
28493,0
18174,0
12513,1
25092,1
21827,0
15049,0
15512,1
330,0
7451,0
2518,1
22763,1
12038,0
18699,0
3829,0
11847,0
8993,1
12912,0
8783,0
22466,0
16043,1
19009,0
6673,1
23712,0
17264,0
21692,0
21813,0
780,0
2454,1
14913,0
15022,0
16392,0
13463,0
28186,0
477,0
23109,1
15788,1
18998,1
6686,0
9143,0
16349,0
11282,1
22491,1
17911,1
12960,1
594,0
2477,0
18888,0
10417,0
28520,0
4832,1
13950,0
11874,0
14618,0
22890,0
17297,0
14619,1
13229,0
11077,1
21467,0
26845,0
3495,0
19143,0
15474,0
3332,0
24661,0
24835,0
27144,0
20329,0
28701,0
14974,0
23861,0
28979,0
17909,0
9216,1
10518,0
1462,0
6806,0
283,0
19539,0
3296,0
3901,0
23308,0
24245,1
16796,0
17107,0
4578,0
19832,0
26154,0
12466,0
24711,0
22211,0
844,0
19909,0
8502,0
11170,0
979,0
24001,0
25924,0
21879,0
20573,1
11047,0
2033,0
6288,0
9828,1
15686,0
10886,0
24124,0
27227,0
4409,1
11421,0
21767,0
8912,0
3153,0
10204,0
3729,0
21663,1
5281,0
13995,0
24305,0
25894,0
20671,0
19467,1
27114,0
13556,1
22693,1
27915,1
25331,1
16376,0
21502,0
13369,1
14064,0
21470,0
15678,0
27154,0
1224,0
12574,0
7184,1
12693,0
2585,0
9555,0
19565,0
22321,0
26613,0
6065,1
24393,0
2701,0
8332,1
9814,0
3958,0
13487,0
9712,0
1002,0
13518,0
21941,0
11540,0
5585,1
10952,0
18337,1
20991,0
13004,1
21038,0
18632,1
24449,0
11487,0
21472,1
20456,1
20279,0
18884,0
5992,0
19384,0
22967,0
27970,0
18678,1
16085,0
17076,0
13765,1
20176,1
7648,1
17525,0
9252,0
15625,0
25590,1
5207,0
16423,1
11708,0
11150,0
5772,0
17606,0
15842,0
619,0
20823,0
27415,0
28154,1
28630,0
14965,0
16430,0
25807,1
12315,0
68,1
16312,0
10010,0
9095,0
1652,1
18765,1
273,1
790,1
14984,0
202,0
5228,0
17697,0
22906,1
24381,0
12707,0
23248,1
4669,0
11668,0
4161,0
14997,1
28598,0
10845,1
25366,0
19302,0
14453,1
4975,1
22595,0
21633,0
12225,0
20579,1
8051,0
1428,1
12182,0
601,1
8120,0
1531,0
16059,0
20635,0
25637,0
6184,1
23752,1
13036,0
10021,1
20199,0
7592,1
28779,0
29036,0
14033,0
3749,0
28301,0
8201,0
12957,0
27215,0
1208,0
1973,1
23638,0
11781,0
3421,0
14888,1
21817,0
213,0
17495,0
13284,0
921,0
2215,1
17618,0
9736,0
9653,0
14217,1
23636,0
3106,0
26315,0
7622,1
1157,0
9390,1
26524,0
467,0
28,0
1280,0
16816,0
8253,0
4412,0
1900,0
5414,0
6932,0
3932,0
29197,0
19868,0
8656,0
14354,0
25845,0
25453,0
17119,0
15644,1
3621,0
926,1
2224,0
21587,0
12102,0
1572,0
15755,0
13977,1
7152,0
26898,0
722,0
707,0
15809,0
21406,0
18969,0
15522,0
12326,0
28948,0
73,0
18853,0
3248,1
1522,0
17029,0
23742,0
3318,0
15937,0
15514,0
168,0
9338,1
25986,0
28297,0
1821,0
23773,0
15248,0
1671,0
18954,1
11285,0
20878,1
11599,0
18,0
15260,0
19556,0
4111,0
17999,0
9688,0
27864,0
10623,0
16852,0
10139,0
14461,0
10761,0
22120,1
11004,0
13278,1
23935,0
27886,1
8373,0
8744,1
12053,0
27953,0
10372,0
16743,0
15079,1
7481,1
5034,0
9673,0
10743,0
14947,0
6107,0
17481,0
7738,0
23718,0
23769,0
19679,0
21860,0
17772,0
3941,1
9573,1
909,1
19313,0
18295,0
347,0
13968,0
4509,1
8207,0
17177,0
606,0
12750,0
22085,0
4369,0
18135,1
16928,0
8758,0
15956,0
3382,1
695,1
16034,0
6153,1
28611,0
19993,0
7130,0
6765,0
18598,1
22970,0
4635,0
18117,1
4135,0
15591,1
5660,1
8673,0
21801,0
3261,0
14381,1
20225,0
19751,0
16454,0
19891,0
4771,1
5011,0
3141,0
19725,0
27274,0
11798,1
5892,1
15360,0
12819,0
29030,1
18591,0
2797,0
7050,0
9379,1
13204,1
11137,0
18164,0
18485,1
16985,0
17412,0
4575,0
7086,0
8321,0
11278,0
29052,0
15579,0
26108,1
28960,0
11337,0
13261,1
17494,0
12308,0
996,0
12600,0
29068,0
9642,0
16478,1
36,1
15510,0
9663,0
10664,0
22281,1
22354,1
5503,1
13448,0
26671,0
14163,0
15101,0
20752,1
22980,0
29231,0
28349,1
8809,0
5898,1
11628,0
18895,0
16261,0
13337,1
9194,0
480,0
1051,1
19453,1
25372,0
3254,0
28805,0
12893,0
9611,1
48,0
20771,0
20547,0
17060,0
10705,0
3198,0
18419,1
22212,0
27477,0
23115,1
8416,0
20067,0
12451,0
4294,0
26766,0
22280,0
7028,0
27147,0
10355,0
28699,0
22521,0
6555,0
26371,0
25534,1
15401,1
128,1
6797,0
23497,0
21198,0
24073,0
19797,1
8558,0
11164,0
8269,1
12625,0
17148,0
7869,0
11961,0
4750,0
23467,0
4218,0
7691,0
19388,1
29186,0
241,0
5663,0
15908,0
14443,0
9245,1
21017,1
19670,0
9841,0
2210,0
2148,0
14174,1
7581,0
22604,0
16480,1
27986,1
22578,0
11863,0
21574,0
18596,0
5541,0
14201,1
4903,0
20860,0
11936,0
13095,0
3465,0
7755,1
6202,1
6681,0
16035,1
19048,0
28488,0
16949,0
8497,0
19807,0
13791,0
15099,0
1955,0
13707,1
28766,1
2061,1
4709,0
26113,0
1998,0
5266,0
23971,0
6648,0
9827,0
8992,0
24672,0
27855,0
26392,1
22546,0
20610,0
15397,0
18133,0
8002,0
3584,1
26338,1
15088,0
23500,0
8152,0
10749,0
28511,0
24933,0
490,0
27137,0
10895,0
4493,0
20110,1
13936,0
23586,0
2385,0
1275,0
17596,0
3641,0
6723,1
2739,0
27715,0
13604,0
24749,1
22377,0
23414,1
12125,0
7682,1
2417,0
7576,0
26515,0
9818,0
7418,0
24720,0
24829,0
14943,0
26322,0
23745,0
4383,0
18917,1
7493,0
12920,0
16393,0
26702,1
5854,1
17883,0
27360,0
2712,0
5678,0
26203,0
3460,0
21111,0
12688,1
25554,0
7826,0
5645,0
1202,0
2760,0
21838,1
17151,0
22805,0
27609,0
23575,0
19167,0
21967,1
17020,1
18032,0
16876,0
14327,1
8216,0
2840,0
9418,0
26227,0
28082,0
2570,0
28582,0
12210,0
17140,1
5751,0
10019,0
11498,0
16437,1
7458,1
12962,0
26794,0
22624,0
12946,0
19628,0
10047,0
15919,0
22593,0
579,1
23797,1
18680,0
28785,0
681,0
7986,0
8620,0
26517,0
13681,0
4189,0
22079,1
21659,0
14012,0
15909,0
8368,0
10470,0
22240,1
21874,0
12316,0
28010,0
26994,0
19137,0
18550,0
25171,0
22044,0
2896,0
705,0
16275,0
12349,0
4324,0
7270,1
18507,0
27646,0
20440,1
3556,1
11617,0
13211,0
18285,1
20125,0
13544,0
416,0
7128,0
9453,0
10647,0
17222,0
27946,1
22939,1
10755,1
6310,0
2175,1
1544,0
12633,0
20862,1
7946,0
9035,1
8751,0
27082,0
5985,1
3606,0
11477,1
3812,1
23222,0
11752,0
25422,0
12283,0
10793,1
19423,0
20634,0
10034,0
3629,1
20471,0
16765,1
2620,0
3429,0
16217,0
24998,0
29295,1
6778,0
3278,0
4013,0
24222,0
24253,0
26208,0
17418,0
11675,1
2998,0
25733,0
10305,0
15752,0
578,0
27542,0
4415,0
2348,0
10224,0
5346,0
20374,0
19134,0
7824,0
25278,1
27032,0
12364,0
18991,0
11232,0
9991,0
9039,0
14456,1
16599,1
19102,0
28385,0
9253,0
3711,1
17805,0
4958,0
14283,0
9582,0
13224,0
5397,1
12745,1
487,0
9069,0
4166,0
10468,1
340,0
28641,0
20508,1
23623,0
24045,0
458,1
1574,0
1052,1
1146,0
28161,0
21841,1
4146,1
16163,0
24443,0
19881,0
14265,0
4873,0
7045,0
5774,0
27597,0
3052,0
8234,0
13474,1
27618,0
9564,0
11878,0
10460,0
20294,0
23156,0
10,0
28617,1
2000,0
5024,0
3105,0
14611,1
19193,0
10099,0
6503,1
28122,0
25311,0
18359,1
26608,1
11814,0
6687,0
19136,0
25220,0
2644,0
22127,0
13209,0
20404,0
27541,1
18104,1
12951,0
22003,0
11917,0
10412,0
6378,0
4033,0
24723,0
7115,0
11768,0
20003,0
15229,1
13169,0
18372,0
22337,0
16493,0
9740,0
18623,0
19360,0
3066,1
27752,0
14487,0
17616,0
8814,0
259,0
23415,0
11564,0
9278,0
23834,1
12087,0
24564,0
8573,1
26049,0
13657,0
23380,0
10547,1
17713,1
13764,1
21317,1
28288,0
15236,0
27456,0
26930,0
3640,0
3339,1
14987,1
27741,0
24061,0
23328,1
26353,0
7916,0
9950,0
4478,0
709,0
23886,1
19393,0
21203,0
5280,0
5874,0
8593,0
24107,0
2847,0
15634,0
28570,0
16995,0
28628,0
17247,1
24047,0
9052,0
7615,0
24149,0
14485,0
9439,0
12599,1
28392,0
21180,0
13662,0
15249,1
13120,1
7475,0
3931,0
18523,1
25185,0
13442,1
1360,0
20400,0
28903,1
7484,0
7205,0
10760,1
19958,0
20211,0
8454,0
2566,0
24731,1
4668,0
27022,0
23952,0
7119,0
611,0
15482,0
22841,0
25127,0
26050,1
29289,0
12305,0
8741,1
27729,1
24908,1
8542,0
16782,0
8510,0
28390,1
8377,0
28513,0
4675,0
16511,0
21186,0
3922,0
6571,0
2088,0
26860,0
24455,0
25401,0
7051,0
10502,0
9257,0
16228,0
26382,0
8276,0
8300,1
19614,0
22504,0
19804,0
8297,0
15694,0
17993,0
11139,0
24402,0
6688,1
19729,1
26358,0
2201,0
28112,0
10407,0
15057,0
13417,0
20065,0
26654,0
21167,0
11471,0
15513,0
21432,0
3285,0
5224,1
5942,0
17111,1
17935,0
24561,0
18486,0
13418,1
4136,0
17389,0
1953,0
11771,0
3049,0
23014,0
2704,0
12447,0
3587,0
26299,1
23715,0
22674,0
28079,0
1920,0
1244,1
8682,0
29149,0
26001,0
10618,0
19833,0
28695,0
4251,0
7166,0
15587,0
29162,0
20198,0
23632,0
18023,0
6512,1
6191,0
4400,0
4397,1
26234,0
13787,0
12662,0
5453,0
11848,0
4791,0
27919,0
24067,1
27428,1
21700,1
1941,0
29092,0
22119,0
12106,0
291,0
6384,1
9591,0
19543,0
6367,1
28265,0
3611,0
1758,0
531,0
9289,0
24407,1
15191,1
8237,0
14961,0
14246,1
11819,0
11596,0
14169,0
2032,0
17034,1
25998,0
22577,0
26891,0
28551,0
2967,0
8518,0
27948,1
6650,1
24277,1
7978,1
18346,0
5659,0
1106,0
18713,1
554,0
27873,0
26086,1
27068,1
12232,1
9088,1
5100,1
2245,0
28654,0
23333,1
22576,0
28012,1
2250,1
4440,0
955,0
17776,1
877,0
27959,0
26681,0
1282,1
24168,0
7333,0
8579,1
17169,0
13916,0
658,1
2352,1
14339,1
12410,1
15558,0
25713,0
25119,0
1136,1
27016,0
8572,1
9770,0
11313,0
28246,0
2177,0
20368,1
20594,0
4085,0
8163,0
3653,0
8352,0
27058,0
334,0
11746,0
24744,0
22424,1
6609,0
13298,1
7379,0
13551,0
21323,1
8147,0
17213,1
16921,0
4375,0
3825,0
25279,1
26114,0
3718,0
13317,0
23504,0
10944,0
10753,0
20971,0
15143,1
1812,0
18857,0
2369,0
20499,0
6029,1
13187,0
4281,0
14840,0
20673,0
14159,0
13889,1
5502,1
28811,0
11678,0
14256,0
25810,0
23766,0
5789,0
10385,0
19414,1
17931,0
24451,0
14195,0
24482,0
24364,0
10153,0
9995,0
4477,0
14199,0
18136,0
9570,1
11431,0
16181,0
25297,1
16963,1
3814,0
14962,0
25482,0
15541,0
24291,0
165,0
8403,0
15766,0
8571,1
15607,0
10833,1
1415,0
7141,0
8599,0
11665,0
27664,0
4481,0
12502,0
5549,0
14457,0
10221,0
5935,0
24195,0
16671,0
2919,0
11457,1
7133,0
16871,0
23327,0
2703,0
7398,0
25429,1
7151,0
23845,0
25626,0
2602,0
28189,1
21391,0
7132,0
5068,0
27942,0
7376,0
8028,0
25511,0
23890,0
22896,1
17541,0
24453,0
994,1
20677,1
9838,1
533,1
17660,0
3898,0
4071,0
2143,0
8286,1
17197,0
24738,1
21607,0
15126,1
21784,1
28359,0
16837,0
22306,0
27184,0
1337,0
7060,0
23629,0
16936,1
10357,0
23293,0
15825,0
4461,0
9136,1
11354,1
17854,0
6025,0
1384,1
28463,0
5757,0
25198,0
12788,0
17249,1
1645,0
17340,0
10348,1
14148,0
1918,0
4658,0
10154,0
656,1
25905,0
27895,0
12251,0
28389,0
7460,0
24843,0
28335,1
22268,0
3672,0
1890,0
26175,0
21898,0
28041,0
17528,1
13862,0
17488,0
21932,0
11261,0
6140,1
25428,1
2893,0
3651,1
7374,0
9096,0
4180,0
4465,0
25241,0
7359,0
23984,1
752,0
4399,0
11187,0
8308,0
975,0
27133,0
15007,0
4234,0
1792,1
27155,0
16851,0
28649,0
23507,0
25625,0
13290,0
15028,1
11361,0
26549,0
19293,0
4943,0
24944,0
442,0
27104,0
24214,0
27906,0
14158,0
7956,1
12987,0
24649,1
28379,0
4300,1
7573,0
10693,0
15533,0
6174,0
13203,0
4252,0
15650,0
19874,0
20887,0
6978,0
8950,1
2829,0
15792,0
24800,0
9632,0
18009,0
25246,0
12044,1
15242,0
26502,0
28401,0
23407,0
2323,0
25250,0
11950,0
1049,1
5243,1
5473,0
28017,0
8252,1
10608,0
18520,0
16238,1
15369,0
24925,0
5432,0
2735,0
14467,0
8607,0
8027,0
22213,0
21521,0
24044,0
6411,1
1831,1
6843,1
5417,0
14048,1
20031,1
27745,1
17921,1
7158,0
2991,0
2574,0
20175,0
27054,1
11248,0
28824,0
7490,0
26620,0
3353,0
28129,1
19249,0
2831,1
16526,1
28787,0
27884,0
4772,1
24427,0
7420,0
10942,0
5806,1
27212,0
2857,0
19730,0
20075,0
28856,0
15133,0
28175,1
15707,0
7317,1
1304,0
27958,1
7437,0
25630,0
8024,0
12721,0
14575,1
17367,0
12360,0
27352,0
8942,1
15823,0
14920,0
5602,1
19033,0
4463,0
14418,1
21877,0
19521,1
2581,0
3658,0
15771,0
3320,0
12532,0
88,0
19163,0
8191,0
21613,0
706,1
24582,1
3570,0
17748,1
2260,0
17397,0
4585,0
14228,0
1205,0
24912,1
8042,0
18286,1
21591,0
10095,0
6668,1
20261,0
9824,0
16917,0
16086,0
2526,0
22800,1
1819,0
22547,0
4256,1
25049,0
24203,0
15549,0
15646,0
24722,0
25717,0
12385,0
23691,1
12067,0
1636,0
28760,1
2318,1
6870,0
18169,0
24684,1
16727,0
20163,0
19766,0
9831,0
26269,0
488,1
3098,0
5912,0
2041,1
21679,0
28911,1
20320,0
3214,0
23205,0
28420,0
20528,1
18562,0
6845,0
781,1
23223,0
19379,1
6787,0
4163,0
24370,0
26791,0
18387,1
26251,0
5577,1
27496,1
23749,0
23195,0
6712,1
15039,0
28061,0
26632,0
18904,0
3586,0
1820,1
16717,0
23263,0
22473,0
6216,1
11648,0
7306,0
26465,1
18447,0
6906,0
26253,0
11315,0
24642,1
18519,0
6625,1
10966,0
16719,0
8538,0
7341,0
28363,1
19999,0
29154,0
17558,0
25946,1
22881,0
24003,0
2473,0
10327,1
26746,1
10422,1
22771,1
11872,0
10336,1
21064,0
25133,0
150,0
9112,0
22666,0
8589,0
12679,0
13583,0
14118,0
27483,0
18877,1
20643,0
20272,0
21133,1
14960,1
18055,0
10785,1
13006,0
1180,1
10091,0
22263,0
12070,0
540,0
15335,1
6299,0
1168,0
17684,0
16604,0
6557,0
24349,0
3331,0
4848,0
14648,0
24006,1
15479,0
17299,1
189,0
3266,0
7665,1
28872,0
20730,0
13935,0
6376,0
14022,0
12522,1
14289,0
7442,0
27825,0
8644,0
9804,1
8296,0
21106,0
4064,0
23261,0
18570,0
3891,1
14018,0
2096,0
15309,0
2834,1
11042,0
11982,0
9689,0
22368,0
28073,1
27152,0
16994,0
