no,age,age_cut,capital-gain,capital-loss,education-num,hours-per-week,relationship_ Husband,relationship_ Not-in-family,relationship_ Other-relative,relationship_ Own-child,relationship_ Unmarried,relationship_ Wife,sex_ Female,sex_ Male
2177,76,7,0,0,9,8,0,1,0,0,0,0,1,0
2178,34,3,0,0,9,65,0,0,0,0,1,0,1,0
2179,41,5,0,0,11,45,1,0,0,0,0,0,0,1
2180,25,2,0,0,9,32,0,0,0,1,0,0,1,0
2181,49,5,0,1672,9,98,1,0,0,0,0,0,0,1
2182,67,7,0,0,4,40,1,0,0,0,0,0,0,1
2183,38,4,0,0,9,55,0,0,0,0,1,0,0,1
2184,42,5,0,0,10,60,1,0,0,0,0,0,0,1
2185,39,4,0,0,15,31,1,0,0,0,0,0,0,1
2186,24,2,0,0,10,40,0,0,0,1,0,0,0,1
2187,53,5,0,0,1,40,1,0,0,0,0,0,0,1
2188,46,5,0,0,11,40,1,0,0,0,0,0,0,1
2189,34,3,0,0,10,40,1,0,0,0,0,0,0,1
2190,47,5,0,0,9,40,0,0,0,0,1,0,1,0
2191,39,4,0,0,10,50,1,0,0,0,0,0,0,1
2192,27,3,0,0,6,40,0,1,0,0,0,0,0,1
2193,30,3,0,0,13,40,0,1,0,0,0,0,1,0
2194,31,3,0,0,9,36,0,0,0,0,0,1,1,0
2195,20,1,0,0,10,15,0,0,0,1,0,0,0,1
2196,20,1,0,0,8,35,0,0,0,0,1,0,1,0
2197,41,5,0,0,13,40,1,0,0,0,0,0,0,1
2198,31,3,0,0,10,40,1,0,0,0,0,0,0,1
2199,35,3,0,0,10,45,1,0,0,0,0,0,0,1
2200,22,2,0,0,9,40,0,0,0,0,1,0,0,1
2201,40,4,0,0,11,42,0,1,0,0,0,0,0,1
2202,20,1,0,0,9,40,0,0,0,1,0,0,0,1
2203,35,3,0,0,9,40,0,1,0,0,0,0,1,0
2204,40,4,0,0,13,20,0,0,0,0,1,0,1,0
2205,46,5,0,0,13,40,0,1,0,0,0,0,0,1
2206,46,5,0,0,9,40,0,1,0,0,0,0,0,1
2207,38,4,0,0,9,40,0,0,0,1,0,0,0,1
2208,60,6,0,0,10,40,0,0,0,0,1,0,0,1
2209,46,5,99999,0,15,50,1,0,0,0,0,0,0,1
2210,62,7,0,0,8,40,0,1,0,0,0,0,0,1
2211,55,5,0,0,9,38,0,0,0,0,1,0,1,0
2212,25,2,0,1876,13,40,0,1,0,0,0,0,1,0
2213,70,7,0,2246,14,8,1,0,0,0,0,0,0,1
2214,33,3,0,0,9,70,0,1,0,0,0,0,0,1
2215,32,3,0,0,10,40,1,0,0,0,0,0,0,1
2216,30,3,0,0,10,40,1,0,0,0,0,0,0,1
2217,55,5,0,0,12,20,1,0,0,0,0,0,0,1
2218,29,3,594,0,10,24,0,0,0,1,0,0,0,1
2219,36,4,0,0,13,35,0,0,0,0,0,1,1,0
2220,90,7,10566,0,13,50,1,0,0,0,0,0,0,1
2221,20,1,0,0,10,10,0,1,0,0,0,0,1,0
2222,30,3,0,0,9,40,0,0,1,0,0,0,0,1
2223,49,5,0,0,9,40,1,0,0,0,0,0,0,1
2224,46,5,0,0,1,40,0,0,0,0,0,1,1,0
2225,52,5,0,0,13,40,1,0,0,0,0,0,0,1
2226,37,4,0,0,9,40,1,0,0,0,0,0,0,1
2227,42,5,0,0,13,60,1,0,0,0,0,0,0,1
2228,52,5,0,0,14,45,1,0,0,0,0,0,0,1
2229,30,3,0,0,9,40,0,1,0,0,0,0,1,0
2230,31,3,0,0,9,40,0,0,0,0,1,0,1,0
2231,67,7,15831,0,9,40,0,1,0,0,0,0,1,0
2232,31,3,0,0,4,35,0,1,0,0,0,0,1,0
2233,28,3,0,0,10,40,1,0,0,0,0,0,0,1
2234,20,1,0,0,10,20,0,0,1,0,0,0,0,1
2235,37,4,0,0,13,40,0,1,0,0,0,0,1,0
2236,30,3,0,0,9,40,1,0,0,0,0,0,0,1
2237,17,1,0,0,8,20,0,0,0,1,0,0,0,1
2238,38,4,0,0,9,35,0,0,0,0,1,0,1,0
2239,44,5,0,0,15,55,1,0,0,0,0,0,0,1
2240,33,3,0,0,10,50,1,0,0,0,0,0,0,1
2241,60,6,0,0,9,40,0,1,0,0,0,0,1,0
2242,36,4,4650,0,13,25,0,1,0,0,0,0,1,0
2243,58,6,0,0,8,45,0,0,0,0,1,0,0,1
2244,44,5,0,0,10,40,0,1,0,0,0,0,1,0
2245,17,1,0,0,7,20,0,0,0,1,0,0,0,1
2246,22,2,0,0,8,50,0,1,0,0,0,0,0,1
2247,29,3,3103,0,10,40,1,0,0,0,0,0,0,1
2248,57,6,0,0,13,40,1,0,0,0,0,0,0,1
2249,20,1,0,0,10,30,0,0,0,1,0,0,1,0
2250,35,3,0,0,15,80,1,0,0,0,0,0,0,1
2251,33,3,0,1740,10,50,1,0,0,0,0,0,0,1
2252,22,2,0,0,13,20,0,1,0,0,0,0,0,1
2253,26,3,0,0,10,55,0,1,0,0,0,0,0,1
2254,53,5,0,0,10,48,0,1,0,0,0,0,0,1
2255,64,7,1055,0,9,40,0,1,0,0,0,0,0,1
2256,21,2,0,0,10,15,0,0,0,1,0,0,0,1
2257,53,5,0,0,10,50,1,0,0,0,0,0,0,1
2258,42,5,15024,0,13,60,1,0,0,0,0,0,0,1
2259,18,1,0,0,10,24,0,0,0,1,0,0,1,0
2260,43,5,0,0,9,40,1,0,0,0,0,0,0,1
2261,44,5,0,0,14,50,1,0,0,0,0,0,0,1
2262,49,5,15024,0,10,60,1,0,0,0,0,0,0,1
2263,41,5,0,0,9,60,1,0,0,0,0,0,0,1
2264,64,7,0,0,12,20,0,1,0,0,0,0,1,0
2265,29,3,0,0,10,40,0,0,0,0,1,0,1,0
2266,34,3,0,0,10,40,1,0,0,0,0,0,0,1
2267,40,4,0,0,9,45,0,1,0,0,0,0,1,0
2268,36,4,0,0,5,40,0,0,0,0,1,0,1,0
2269,47,5,0,0,12,40,1,0,0,0,0,0,0,1
2270,17,1,0,0,6,10,0,0,0,1,0,0,1,0
2271,29,3,0,0,6,40,0,1,0,0,0,0,0,1
2272,30,3,0,0,9,40,0,1,0,0,0,0,0,1
2273,41,5,0,0,12,45,1,0,0,0,0,0,0,1
2274,19,1,0,0,10,40,0,0,0,1,0,0,1,0
2275,57,6,0,0,10,38,0,1,0,0,0,0,1,0
2276,49,5,0,0,10,40,1,0,0,0,0,0,0,1
2277,30,3,0,0,10,40,0,0,0,1,0,0,1,0
2278,81,7,0,0,10,4,0,0,0,0,1,0,1,0
2279,38,4,0,0,10,40,1,0,0,0,0,0,0,1
2280,42,5,0,0,9,40,0,0,0,0,1,0,1,0
2281,32,3,3464,0,10,40,1,0,0,0,0,0,0,1
2282,20,1,0,0,9,40,0,1,0,0,0,0,1,0
2283,57,6,0,0,11,38,0,0,0,0,1,0,1,0
2284,34,3,0,0,13,36,0,1,0,0,0,0,1,0
2285,24,2,0,0,13,40,0,0,0,1,0,0,1,0
2286,38,4,0,0,12,56,1,0,0,0,0,0,0,1
2287,24,2,0,0,9,40,0,1,0,0,0,0,0,1
2288,37,4,0,0,9,40,0,1,0,0,0,0,0,1
2289,36,4,0,0,13,30,0,1,0,0,0,0,0,1
2290,24,2,0,0,9,45,0,1,0,0,0,0,0,1
2291,22,2,0,0,10,12,0,0,0,1,0,0,1,0
2292,51,5,0,0,9,40,1,0,0,0,0,0,0,1
2293,28,3,0,1408,13,50,0,1,0,0,0,0,1,0
2294,38,4,0,0,9,38,0,1,0,0,0,0,1,0
2295,22,2,0,0,10,40,0,0,0,1,0,0,0,1
2296,28,3,0,0,13,40,0,0,0,1,0,0,1,0
2297,35,3,0,0,9,45,1,0,0,0,0,0,0,1
2298,32,3,0,0,6,42,0,0,0,0,1,0,1,0
2299,18,1,0,0,7,5,0,0,0,1,0,0,1,0
2300,48,5,0,0,10,40,0,0,0,1,0,0,1,0
2301,32,3,0,0,14,60,0,1,0,0,0,0,0,1
2302,34,3,0,0,9,63,1,0,0,0,0,0,0,1
2303,35,3,0,0,13,50,0,0,1,0,0,0,0,1
2304,40,4,7688,0,10,40,0,0,0,0,0,1,1,0
2305,21,2,0,0,10,40,0,0,0,1,0,0,0,1
2306,35,3,0,0,6,45,1,0,0,0,0,0,0,1
2307,27,3,0,0,13,55,0,0,0,0,1,0,1,0
2308,28,3,0,0,13,40,0,0,0,1,0,0,1,0
2309,41,5,0,0,11,40,1,0,0,0,0,0,0,1
2310,26,3,0,0,9,40,1,0,0,0,0,0,0,1
2311,28,3,2885,0,9,40,1,0,0,0,0,0,0,1
2312,27,3,0,0,9,40,0,0,0,1,0,0,0,1
2313,29,3,0,0,10,24,0,0,0,0,1,0,1,0
2314,51,5,0,0,9,45,1,0,0,0,0,0,0,1
2315,20,1,0,0,9,40,0,0,1,0,0,0,0,1
2316,34,3,0,0,9,40,1,0,0,0,0,0,0,1
2317,27,3,0,0,10,40,0,1,0,0,0,0,0,1
2318,46,5,0,0,9,40,0,0,0,0,0,1,1,0
2319,43,5,0,0,10,40,1,0,0,0,0,0,0,1
2320,24,2,0,0,10,20,0,0,1,0,0,0,0,1
2321,33,3,0,880,12,40,0,1,0,0,0,0,1,0
2322,43,5,0,0,14,50,0,1,0,0,0,0,1,0
2323,44,5,0,0,16,60,1,0,0,0,0,0,0,1
2324,69,7,1409,0,9,35,1,0,0,0,0,0,0,1
2325,34,3,0,0,9,40,0,1,0,0,0,0,0,1
2326,65,7,0,0,10,40,1,0,0,0,0,0,0,1
2327,32,3,0,0,3,48,1,0,0,0,0,0,0,1
2328,33,3,0,0,10,70,1,0,0,0,0,0,0,1
2329,30,3,0,0,9,40,0,0,0,1,0,0,0,1
2330,17,1,0,0,7,30,0,0,0,1,0,0,0,1
2331,58,6,0,0,6,40,0,1,0,0,0,0,1,0
2332,45,5,0,0,14,45,0,1,0,0,0,0,0,1
2333,47,5,0,0,14,40,1,0,0,0,0,0,0,1
2334,38,4,0,0,10,60,0,0,0,0,1,0,0,1
2335,17,1,0,0,8,15,0,0,0,1,0,0,1,0
2336,28,3,0,0,10,40,0,1,0,0,0,0,0,1
2337,49,5,0,0,13,75,1,0,0,0,0,0,0,1
2338,45,5,7298,0,14,50,1,0,0,0,0,0,0,1
2339,60,6,7298,0,9,40,1,0,0,0,0,0,0,1
2340,28,3,0,0,10,40,0,1,0,0,0,0,0,1
2341,53,5,15024,0,15,45,1,0,0,0,0,0,0,1
2342,57,6,0,0,14,60,1,0,0,0,0,0,0,1
2343,33,3,0,0,12,42,0,1,0,0,0,0,1,0
2344,28,3,0,0,10,40,1,0,0,0,0,0,0,1
2345,35,3,0,0,10,40,0,0,0,1,0,0,0,1
2346,42,5,0,0,9,40,0,1,0,0,0,0,1,0
2347,40,4,0,0,9,40,1,0,0,0,0,0,0,1
2348,60,6,0,0,9,35,0,1,0,0,0,0,1,0
2349,52,5,0,0,10,40,0,1,0,0,0,0,1,0
2350,31,3,4386,0,10,50,1,0,0,0,0,0,0,1
2351,23,2,0,0,9,40,0,1,0,0,0,0,0,1
2352,63,7,0,0,4,44,1,0,0,0,0,0,0,1
2353,32,3,0,0,10,50,0,1,0,0,0,0,0,1
2354,26,3,0,0,12,8,0,0,0,1,0,0,1,0
2355,32,3,0,0,10,50,0,1,0,0,0,0,0,1
2356,41,5,0,0,10,40,1,0,0,0,0,0,0,1
2357,47,5,0,0,9,40,1,0,0,0,0,0,0,1
2358,55,5,0,0,10,40,1,0,0,0,0,0,0,1
2359,22,2,0,0,10,35,0,0,0,1,0,0,0,1
2360,25,2,0,0,10,40,0,0,0,1,0,0,0,1
2361,30,3,0,0,9,50,1,0,0,0,0,0,0,1
2362,25,2,0,0,13,35,0,1,0,0,0,0,1,0
2363,44,5,0,0,10,48,1,0,0,0,0,0,0,1
2364,24,2,0,0,11,35,0,1,0,0,0,0,1,0
2365,27,3,0,0,9,40,1,0,0,0,0,0,0,1
2366,46,5,15024,0,16,60,1,0,0,0,0,0,0,1
2367,47,5,0,0,10,40,1,0,0,0,0,0,0,1
2368,29,3,0,0,10,36,0,0,0,0,1,0,1,0
2369,44,5,0,0,3,45,0,1,0,0,0,0,0,1
2370,28,3,0,0,9,35,1,0,0,0,0,0,0,1
2371,64,7,0,0,7,40,0,1,0,0,0,0,1,0
2372,51,5,0,0,9,40,1,0,0,0,0,0,0,1
2373,50,5,0,0,13,40,0,0,0,0,0,1,1,0
2374,26,3,0,0,13,40,0,0,1,0,0,0,0,1
2375,57,6,0,0,9,40,0,1,0,0,0,0,1,0
2376,47,5,0,0,10,40,0,1,0,0,0,0,1,0
2377,47,5,0,0,10,40,0,0,0,0,1,0,0,1
2378,35,3,0,0,12,40,1,0,0,0,0,0,0,1
2379,43,5,0,0,14,40,0,1,0,0,0,0,0,1
2380,47,5,0,0,13,50,1,0,0,0,0,0,0,1
2381,37,4,0,0,7,40,1,0,0,0,0,0,0,1
2382,18,1,0,0,7,15,0,0,0,1,0,0,0,1
2383,33,3,7298,0,9,45,1,0,0,0,0,0,0,1
2384,69,7,0,0,9,9,0,1,0,0,0,0,1,0
2385,22,2,0,0,10,40,0,1,0,0,0,0,0,1
2386,48,5,0,0,9,40,0,0,0,1,0,0,0,1
2387,39,4,0,0,7,40,1,0,0,0,0,0,0,1
2388,46,5,0,0,13,50,1,0,0,0,0,0,0,1
2389,54,5,0,0,13,40,1,0,0,0,0,0,0,1
2390,18,1,0,0,6,28,0,0,0,1,0,0,1,0
2391,24,2,0,0,10,25,0,0,0,0,1,0,1,0
2392,24,2,0,0,9,32,0,1,0,0,0,0,1,0
2393,47,5,0,0,9,50,1,0,0,0,0,0,0,1
2394,34,3,0,0,10,75,0,1,0,0,0,0,0,1
2395,41,5,0,0,9,40,1,0,0,0,0,0,0,1
2396,38,4,0,0,9,40,0,0,0,0,1,0,1,0
2397,33,3,0,0,9,40,0,0,0,0,1,0,1,0
2398,28,3,0,0,9,40,0,0,0,1,0,0,0,1
2399,26,3,0,0,11,65,1,0,0,0,0,0,0,1
2400,46,5,0,0,9,75,1,0,0,0,0,0,0,1
2401,32,3,0,1340,13,45,0,1,0,0,0,0,1,0
2402,25,2,0,0,11,36,0,1,0,0,0,0,1,0
2403,39,4,0,2258,9,42,0,0,0,1,0,0,0,1
2404,66,7,0,0,14,50,1,0,0,0,0,0,0,1
2405,75,7,0,0,10,10,0,1,0,0,0,0,1,0
2406,60,6,4934,0,11,40,0,0,0,0,1,0,0,1
2407,41,5,0,0,16,60,1,0,0,0,0,0,0,1
2408,37,4,5013,0,7,40,1,0,0,0,0,0,0,1
2409,44,5,0,0,13,40,1,0,0,0,0,0,0,1
2410,23,2,0,0,9,40,0,0,0,1,0,0,0,1
2411,18,1,0,0,9,26,0,0,0,1,0,0,0,1
2412,34,3,7688,0,14,38,1,0,0,0,0,0,0,1
2413,36,4,0,0,10,52,1,0,0,0,0,0,0,1
2414,43,5,0,0,10,20,0,0,0,0,1,0,1,0
2415,29,3,0,0,12,40,0,0,0,0,1,0,1,0
2416,67,7,0,0,4,6,0,1,0,0,0,0,1,0
2417,19,1,0,0,8,28,0,0,0,1,0,0,0,1
2418,50,5,0,0,9,40,0,0,0,0,1,0,0,1
2419,35,3,0,0,13,40,0,0,0,1,0,0,1,0
2420,41,5,0,0,12,92,1,0,0,0,0,0,0,1
2421,32,3,0,0,13,40,0,0,0,1,0,0,0,1
2422,53,5,0,0,9,30,0,1,0,0,0,0,0,1
2423,35,3,0,0,10,50,1,0,0,0,0,0,0,1
2424,49,5,5013,0,9,40,1,0,0,0,0,0,0,1
2425,57,6,0,0,9,20,0,0,0,1,0,0,0,1
2426,44,5,0,0,9,40,1,0,0,0,0,0,0,1
2427,26,3,0,0,9,40,0,0,0,1,0,0,0,1
2428,51,5,0,0,9,40,1,0,0,0,0,0,0,1
2429,23,2,0,0,7,40,0,1,0,0,0,0,0,1
2430,53,5,7298,0,13,40,1,0,0,0,0,0,0,1
2431,45,5,0,0,9,40,1,0,0,0,0,0,0,1
2432,31,3,0,0,9,50,0,0,0,1,0,0,0,1
2433,38,4,0,0,14,20,1,0,0,0,0,0,0,1
2434,52,5,0,0,14,40,1,0,0,0,0,0,0,1
2435,20,1,0,0,10,16,0,0,0,1,0,0,0,1
2436,19,1,0,0,10,40,0,0,0,1,0,0,1,0
2437,30,3,0,0,14,60,0,0,0,0,0,1,1,0
2438,19,1,0,1602,10,40,0,0,0,1,0,0,1,0
2439,26,3,0,0,9,40,0,1,0,0,0,0,0,1
2440,49,5,0,0,11,40,0,0,0,0,0,1,1,0
2441,31,3,0,0,9,40,0,0,0,0,1,0,1,0
2442,59,6,0,0,9,42,1,0,0,0,0,0,0,1
2443,51,5,0,0,9,40,1,0,0,0,0,0,0,1
2444,45,5,0,0,9,56,1,0,0,0,0,0,0,1
2445,19,1,0,0,7,25,0,0,0,1,0,0,0,1
2446,40,4,0,0,6,40,1,0,0,0,0,0,0,1
2447,63,7,0,0,7,30,1,0,0,0,0,0,0,1
2448,33,3,0,0,10,34,0,1,0,0,0,0,0,1
2449,32,3,13550,0,15,50,0,1,0,0,0,0,1,0
2450,24,2,0,0,9,40,0,0,1,0,0,0,0,1
2451,21,2,0,0,10,20,0,0,0,1,0,0,1,0
2452,54,5,0,0,9,40,1,0,0,0,0,0,0,1
2453,55,5,0,0,14,60,1,0,0,0,0,0,0,1
2454,51,5,0,1887,16,40,1,0,0,0,0,0,0,1
2455,47,5,0,0,13,43,1,0,0,0,0,0,0,1
2456,25,2,0,0,9,40,0,1,0,0,0,0,1,0
2457,25,2,0,0,13,30,0,0,0,1,0,0,0,1
2458,29,3,0,0,9,40,0,0,0,0,0,1,1,0
2459,62,7,0,0,13,7,0,0,0,0,1,0,1,0
2460,46,5,99999,0,13,55,0,1,0,0,0,0,0,1
2461,47,5,0,0,12,40,1,0,0,0,0,0,0,1
2462,58,6,0,0,8,52,0,1,0,0,0,0,1,0
2463,47,5,0,1887,14,50,1,0,0,0,0,0,0,1
2464,52,5,0,0,9,45,1,0,0,0,0,0,0,1
2465,39,4,0,0,6,40,0,0,0,1,0,0,0,1
2466,44,5,0,0,10,40,0,1,0,0,0,0,0,1
2467,28,3,0,0,9,40,1,0,0,0,0,0,0,1
2468,52,5,0,0,10,40,0,0,0,0,1,0,1,0
2469,52,5,0,0,10,37,0,1,0,0,0,0,1,0
2470,24,2,0,0,9,20,0,0,0,1,0,0,1,0
2471,59,6,0,0,9,20,0,0,0,0,1,0,1,0
2472,44,5,0,0,9,45,1,0,0,0,0,0,0,1
2473,40,4,0,0,14,40,0,1,0,0,0,0,1,0
2474,62,7,0,0,9,42,0,1,0,0,0,0,1,0
2475,29,3,0,0,13,50,0,1,0,0,0,0,0,1
2476,58,6,0,0,13,45,1,0,0,0,0,0,0,1
2477,28,3,0,0,12,60,0,1,0,0,0,0,1,0
2478,59,6,0,0,14,50,1,0,0,0,0,0,0,1
2479,76,7,0,0,5,30,1,0,0,0,0,0,0,1
2480,43,5,0,0,10,40,1,0,0,0,0,0,0,1
2481,55,5,0,0,13,15,1,0,0,0,0,0,0,1
2482,34,3,0,0,11,40,0,1,0,0,0,0,1,0
2483,52,5,0,0,9,51,0,1,0,0,0,0,1,0
2484,25,2,0,0,9,60,1,0,0,0,0,0,0,1
2485,50,5,0,1408,12,5,0,1,0,0,0,0,1,0
2486,46,5,0,0,13,40,0,1,0,0,0,0,1,0
2487,26,3,0,0,13,45,0,1,0,0,0,0,0,1
2488,42,5,7688,0,9,45,1,0,0,0,0,0,0,1
2489,69,7,0,0,16,50,1,0,0,0,0,0,0,1
2490,30,3,0,0,9,35,0,1,0,0,0,0,1,0
2491,27,3,0,0,14,20,0,0,0,0,0,1,1,0
2492,47,5,0,0,8,55,0,1,0,0,0,0,1,0
2493,54,5,0,0,14,45,1,0,0,0,0,0,0,1
2494,40,4,0,0,10,40,0,0,0,0,0,1,1,0
2495,24,2,0,0,13,40,0,0,0,1,0,0,0,1
2496,62,7,0,1977,9,60,1,0,0,0,0,0,0,1
2497,28,3,0,0,9,60,0,0,1,0,0,0,0,1
2498,41,5,99999,0,15,50,1,0,0,0,0,0,0,1
2499,58,6,5178,0,6,40,1,0,0,0,0,0,0,1
2500,72,7,0,0,6,12,0,1,0,0,0,0,0,1
2501,48,5,0,0,9,40,0,0,0,0,1,0,1,0
2502,21,2,0,0,9,40,0,0,0,1,0,0,0,1
2503,46,5,0,0,13,40,1,0,0,0,0,0,0,1
2504,26,3,0,0,10,25,0,0,0,0,0,1,1,0
2505,46,5,0,0,3,40,0,0,0,0,0,1,1,0
2506,53,5,0,0,4,40,0,1,0,0,0,0,1,0
2507,26,3,0,0,14,40,0,1,0,0,0,0,1,0
2508,25,2,0,0,4,32,0,1,0,0,0,0,1,0
2509,27,3,0,0,11,20,1,0,0,0,0,0,0,1
2510,68,7,0,1668,4,40,0,1,0,0,0,0,1,0
2511,27,3,0,0,10,40,0,1,0,0,0,0,0,1
2512,31,3,0,0,9,16,0,0,0,1,0,0,0,1
2513,57,6,0,0,9,32,0,0,0,0,1,0,1,0
2514,55,5,0,0,13,60,1,0,0,0,0,0,0,1
2515,28,3,0,0,9,40,1,0,0,0,0,0,0,1
2516,58,6,0,0,9,40,1,0,0,0,0,0,0,1
2517,39,4,0,0,13,60,0,0,0,0,1,0,1,0
2518,56,6,0,0,9,40,1,0,0,0,0,0,0,1
2519,49,5,0,0,1,40,1,0,0,0,0,0,0,1
2520,33,3,0,0,13,50,1,0,0,0,0,0,0,1
2521,29,3,0,0,9,40,1,0,0,0,0,0,0,1
2522,19,1,0,0,9,15,0,0,0,1,0,0,0,1
2523,29,3,0,0,13,45,0,1,0,0,0,0,1,0
2524,36,4,0,0,13,40,0,0,0,0,1,0,0,1
2525,29,3,0,0,8,40,0,0,1,0,0,0,0,1
2526,26,3,0,0,13,55,0,1,0,0,0,0,0,1
2527,26,3,0,0,9,84,0,0,0,0,1,0,1,0
2528,20,1,0,0,10,40,0,0,1,0,0,0,0,1
2529,61,7,0,0,6,18,0,0,1,0,0,0,0,1
2530,36,4,0,0,13,40,0,0,0,0,1,0,1,0
2531,30,3,0,0,13,40,0,0,0,0,0,1,1,0
2532,45,5,0,0,2,40,0,0,0,0,0,1,1,0
2533,35,3,0,0,4,40,1,0,0,0,0,0,0,1
2534,30,3,0,0,9,35,1,0,0,0,0,0,0,1
2535,44,5,0,0,11,40,0,1,0,0,0,0,1,0
2536,43,5,0,3004,10,40,0,0,0,0,1,0,0,1
2537,49,5,0,0,14,40,1,0,0,0,0,0,0,1
2538,30,3,0,0,13,72,1,0,0,0,0,0,0,1
2539,42,5,3325,0,10,40,0,1,0,0,0,0,0,1
2540,47,5,0,0,16,40,1,0,0,0,0,0,0,1
2541,18,1,0,0,7,20,0,0,0,1,0,0,0,1
2542,28,3,0,0,3,40,1,0,0,0,0,0,0,1
2543,58,6,0,0,6,8,0,0,0,0,0,1,1,0
2544,53,5,0,0,7,30,0,1,0,0,0,0,1,0
2545,40,4,0,0,13,50,1,0,0,0,0,0,0,1
2546,39,4,0,0,9,40,0,0,0,0,1,0,1,0
2547,56,6,0,0,14,40,1,0,0,0,0,0,0,1
2548,48,5,0,0,12,40,0,0,0,0,1,0,1,0
2549,26,3,0,0,9,48,1,0,0,0,0,0,0,1
2550,38,4,0,0,7,40,0,1,0,0,0,0,0,1
2551,27,3,0,0,11,40,0,0,0,1,0,0,1,0
2552,24,2,2635,0,4,38,1,0,0,0,0,0,0,1
2553,35,3,14344,0,12,40,0,1,0,0,0,0,1,0
2554,35,3,0,1980,6,40,0,1,0,0,0,0,1,0
2555,42,5,0,0,9,65,0,1,0,0,0,0,1,0
2556,54,5,0,0,2,40,0,0,1,0,0,0,1,0
2557,39,4,7298,0,9,40,1,0,0,0,0,0,0,1
2558,54,5,0,0,10,40,0,1,0,0,0,0,1,0
2559,27,3,0,0,9,99,1,0,0,0,0,0,0,1
2560,41,5,0,0,13,40,1,0,0,0,0,0,0,1
2561,28,3,0,0,13,55,0,1,0,0,0,0,0,1
2562,45,5,0,0,10,60,1,0,0,0,0,0,0,1
2563,68,7,0,0,14,15,1,0,0,0,0,0,0,1
2564,36,4,0,0,10,60,1,0,0,0,0,0,0,1
2565,54,5,0,0,9,40,1,0,0,0,0,0,0,1
2566,21,2,0,0,9,44,0,0,0,1,0,0,0,1
2567,20,1,0,0,10,15,0,0,0,1,0,0,0,1
2568,40,4,0,1887,9,40,1,0,0,0,0,0,0,1
2569,58,6,0,0,10,40,1,0,0,0,0,0,0,1
2570,25,2,0,1590,13,40,0,0,0,0,1,0,1,0
2571,53,5,0,0,9,40,0,1,0,0,0,0,1,0
2572,52,5,0,0,8,50,1,0,0,0,0,0,0,1
2573,69,7,0,0,9,24,0,1,0,0,0,0,1,0
2574,42,5,0,0,9,35,0,1,0,0,0,0,0,1
2575,42,5,0,0,10,40,1,0,0,0,0,0,0,1
2576,34,3,0,1579,10,40,1,0,0,0,0,0,0,1
2577,32,3,0,0,9,50,1,0,0,0,0,0,0,1
2578,41,5,0,0,9,40,0,0,0,0,0,1,1,0
2579,34,3,3103,0,10,45,1,0,0,0,0,0,0,1
2580,20,1,0,0,10,12,0,0,0,1,0,0,1,0
2581,41,5,0,0,14,40,0,1,0,0,0,0,1,0
2582,18,1,0,0,7,20,0,0,0,1,0,0,1,0
2583,39,4,0,0,13,40,0,1,0,0,0,0,1,0
2584,35,3,0,0,14,45,0,1,0,0,0,0,0,1
2585,63,7,0,0,10,40,0,0,0,0,1,0,1,0
2586,30,3,0,0,11,40,0,1,0,0,0,0,1,0
2587,31,3,0,0,8,40,0,0,0,1,0,0,0,1
2588,20,1,0,0,10,15,0,0,1,0,0,0,0,1
2589,36,4,0,0,10,56,1,0,0,0,0,0,0,1
2590,50,5,0,0,14,40,1,0,0,0,0,0,0,1
2591,55,5,0,0,9,50,1,0,0,0,0,0,0,1
2592,55,5,0,0,4,50,1,0,0,0,0,0,0,1
2593,29,3,0,0,9,30,0,0,0,1,0,0,0,1
2594,37,4,0,0,2,53,1,0,0,0,0,0,0,1
2595,31,3,4064,0,13,30,0,0,0,0,0,1,1,0
2596,26,3,0,0,13,40,0,0,0,1,0,0,0,1
2597,35,3,0,0,6,40,0,0,0,1,0,0,0,1
2598,51,5,0,0,9,40,1,0,0,0,0,0,0,1
2599,29,3,0,0,9,50,0,0,0,1,0,0,0,1
2600,23,2,0,0,9,40,0,1,0,0,0,0,0,1
2601,25,2,0,0,9,40,0,1,0,0,0,0,0,1
2602,30,3,0,0,10,40,0,0,0,1,0,0,0,1
2603,27,3,0,0,9,40,0,1,0,0,0,0,0,1
2604,24,2,0,0,9,50,0,1,0,0,0,0,1,0
2605,34,3,0,0,6,40,1,0,0,0,0,0,0,1
2606,60,6,0,0,10,40,1,0,0,0,0,0,0,1
2607,48,5,0,0,9,40,1,0,0,0,0,0,0,1
2608,49,5,0,0,3,20,0,0,0,0,1,0,1,0
2609,42,5,0,0,9,40,0,1,0,0,0,0,1,0
2610,26,3,0,0,10,10,0,0,0,1,0,0,1,0
2611,21,2,99999,0,10,40,0,1,0,0,0,0,1,0
2612,28,3,0,0,9,40,0,0,1,0,0,0,1,0
2613,28,3,0,0,10,43,1,0,0,0,0,0,0,1
2614,47,5,0,0,10,40,0,1,0,0,0,0,1,0
2615,47,5,0,0,9,40,0,0,1,0,0,0,1,0
2616,55,5,0,1977,16,55,1,0,0,0,0,0,0,1
2617,26,3,0,0,10,40,1,0,0,0,0,0,0,1
2618,47,5,0,0,13,60,0,0,0,0,1,0,1,0
2619,22,2,0,0,13,40,0,1,0,0,0,0,1,0
2620,22,2,0,0,9,40,0,0,0,1,0,0,0,1
2621,41,5,4650,0,10,40,0,1,0,0,0,0,0,1
2622,46,5,0,0,14,45,1,0,0,0,0,0,0,1
