no,age,education-num,marital-status,occupation,capital-gain,capital-loss,hours-per-week,relationship_ Husband,relationship_ Not-in-family,relationship_ Other-relative,relationship_ Own-child,relationship_ Unmarried,relationship_ Wife,sex_ Female,sex_ Male,race_ Amer-Indian-Eskimo,race_ Asian-Pac-Islander,race_ Black,race_ Other,race_ White
6673,34,14,6,4,7688,0,35,0,0,0,0,0,1,1,0,0,0,0,0,1
6674,30,9,6,2,0,1573,35,0,0,0,0,0,1,1,0,0,1,0,0,0
6675,29,9,0,2,2597,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6676,38,9,0,1,0,0,48,0,1,0,0,0,0,0,1,0,0,0,0,1
6677,30,10,6,4,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6678,73,3,6,4,0,0,54,1,0,0,0,0,0,0,1,0,0,0,0,1
6679,61,5,6,1,0,2051,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6680,20,10,0,0,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6681,25,10,0,0,0,0,40,0,1,0,0,0,0,0,1,0,0,1,0,0
6682,17,6,0,0,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,1
6683,28,14,6,2,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6684,26,13,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6685,32,9,0,2,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6686,20,10,0,1,0,0,8,0,0,0,1,0,0,1,0,0,1,0,0,0
6687,17,7,0,1,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,1
6688,37,5,6,1,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6689,40,14,6,4,0,2415,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6690,37,13,0,2,0,0,44,0,1,0,0,0,0,1,0,0,0,0,0,1
6691,41,14,6,4,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6692,22,6,0,2,0,0,84,0,1,0,0,0,0,0,1,1,0,0,0,0
6693,36,9,6,4,0,2377,60,1,0,0,0,0,0,0,1,0,0,0,0,1
6694,35,9,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6695,67,9,2,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6696,40,10,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6697,54,9,2,1,914,0,40,0,0,0,0,1,0,0,1,0,0,0,0,1
6698,18,6,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6699,20,10,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6700,41,9,6,4,0,0,38,1,0,0,0,0,0,0,1,0,0,0,0,1
6701,24,13,0,2,0,1504,40,0,0,0,1,0,0,1,0,0,0,0,0,1
6702,57,9,4,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6703,27,9,6,2,0,0,35,1,0,0,0,0,0,0,1,0,0,0,0,1
6704,21,10,0,2,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6705,35,12,0,4,0,0,60,0,1,0,0,0,0,1,0,0,0,0,0,1
6706,22,10,0,1,0,0,40,0,0,0,1,0,0,1,0,1,0,0,0,0
6707,37,10,4,4,0,0,40,0,1,0,0,0,0,1,0,0,1,0,0,0
6708,37,9,6,0,0,0,35,0,0,1,0,0,0,1,0,0,0,1,0,0
6709,22,9,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,1,0,0
6710,47,10,6,2,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
6711,80,9,3,1,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,1
6712,46,14,6,4,0,0,38,1,0,0,0,0,0,0,1,0,0,1,0,0
6713,45,13,6,4,0,0,55,1,0,0,0,0,0,0,1,0,0,0,0,1
6714,28,9,1,0,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
6715,39,4,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6716,20,9,0,2,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6717,36,9,4,2,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,1
6718,32,13,6,4,0,0,40,1,0,0,0,0,0,0,1,0,1,0,0,0
6719,65,9,4,2,0,0,25,0,0,0,0,1,0,1,0,0,0,0,0,1
6720,19,10,0,1,0,0,30,0,0,0,1,0,0,0,1,0,0,0,0,1
6721,31,14,4,1,0,0,25,0,1,0,0,0,0,1,0,0,0,0,0,1
6722,35,13,6,4,0,1887,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6723,29,12,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6724,39,9,4,0,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6725,48,13,1,4,914,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
6726,41,7,4,0,0,0,48,0,1,0,0,0,0,0,1,0,0,0,0,1
6727,42,12,6,1,0,0,35,0,0,0,0,0,1,1,0,0,0,0,0,1
6728,37,13,6,4,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6729,46,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6730,59,10,4,1,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
6731,57,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6732,29,13,6,4,0,0,40,0,0,0,0,0,1,1,0,0,0,0,1,0
6733,20,10,0,1,0,0,24,0,0,0,1,0,0,0,1,0,0,0,0,1
6734,44,10,4,0,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6735,26,13,0,4,0,0,38,0,1,0,0,0,0,0,1,0,0,0,0,1
6736,46,13,0,4,0,0,23,0,1,0,0,0,0,0,1,0,0,1,0,0
6737,33,10,6,1,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6738,53,13,6,0,0,0,35,1,0,0,0,0,0,0,1,0,0,0,0,1
6739,55,15,6,4,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,1
6740,43,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6741,24,13,0,2,0,0,40,0,0,0,1,0,0,0,1,0,0,1,0,0
6742,44,13,6,4,0,0,55,1,0,0,0,0,0,0,1,0,0,0,0,1
6743,37,12,4,0,0,0,60,0,0,0,0,1,0,0,1,0,0,0,0,1
6744,67,4,2,0,1086,0,15,0,1,0,0,0,0,1,0,0,0,0,0,1
6745,53,3,6,0,0,0,10,0,0,0,0,0,1,1,0,0,0,1,0,0
6746,19,8,0,0,0,0,25,0,0,0,1,0,0,0,1,0,0,0,0,1
6747,81,10,6,2,0,2174,35,1,0,0,0,0,0,0,1,0,0,0,0,1
6748,43,13,6,4,99999,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
6749,33,5,6,2,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6750,47,13,6,4,0,1887,40,1,0,0,0,0,0,0,1,0,0,1,0,0
6751,46,13,0,4,0,0,40,0,1,0,0,0,0,0,1,0,1,0,0,0
6752,38,6,6,2,0,0,45,1,0,0,0,0,0,0,1,0,0,1,0,0
6753,18,9,0,0,0,0,20,0,0,0,1,0,0,0,1,0,0,0,0,1
6754,43,14,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6755,41,10,6,4,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
6756,30,10,6,0,0,0,45,0,0,0,0,0,1,1,0,0,0,0,0,1
6757,52,15,6,4,0,0,70,1,0,0,0,0,0,0,1,0,0,0,0,1
6758,23,13,0,1,0,0,38,0,1,0,0,0,0,1,0,0,0,0,0,1
6759,44,10,6,1,0,0,35,0,0,0,0,0,1,1,0,0,0,0,0,1
6760,36,9,6,1,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
6761,52,1,6,0,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6762,43,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6763,50,9,6,4,0,0,52,1,0,0,0,0,0,0,1,0,0,0,0,1
6764,23,10,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6765,28,10,0,0,0,0,37,0,1,0,0,0,0,0,1,0,0,0,0,1
6766,55,9,4,2,0,0,37,0,0,0,0,1,0,1,0,0,0,0,0,1
6767,32,12,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6768,38,13,6,2,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6769,36,9,3,0,0,0,40,0,1,0,0,0,0,0,1,0,0,1,0,0
6770,20,10,0,4,0,0,38,0,0,0,1,0,0,0,1,0,0,0,0,1
6771,62,16,0,4,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1
6772,39,5,6,2,4386,0,55,1,0,0,0,0,0,0,1,0,0,0,0,1
6773,56,9,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6774,38,13,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6775,31,9,0,2,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1
6776,26,9,6,1,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
6777,36,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6778,39,10,0,4,0,0,10,0,0,0,1,0,0,1,0,0,0,0,0,1
6779,49,15,6,4,15024,0,65,1,0,0,0,0,0,0,1,0,0,0,0,1
6780,25,13,0,4,0,0,50,0,1,0,0,0,0,1,0,0,0,0,0,1
6781,51,10,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6782,22,9,0,1,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0,1
6783,36,1,0,1,0,0,40,0,1,0,0,0,0,0,1,0,0,1,0,0
6784,59,7,6,1,7298,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6785,44,7,1,2,0,0,40,0,1,0,0,0,0,0,1,0,0,1,0,0
6786,26,10,6,2,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
6787,44,10,4,4,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1
6788,31,9,4,4,0,0,33,0,0,0,0,1,0,0,1,0,0,0,0,1
6789,46,10,4,1,0,0,24,0,1,0,0,0,0,1,0,0,0,0,0,1
6790,23,13,0,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6791,54,15,6,4,0,1887,50,0,0,0,0,0,1,1,0,0,0,0,0,1
6792,20,9,0,0,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6793,48,10,4,4,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6794,45,5,0,0,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6795,18,8,0,1,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,1
6796,46,14,6,4,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6797,26,6,4,0,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6798,27,10,4,2,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6799,22,13,0,1,0,0,30,0,0,0,1,0,0,1,0,0,0,0,0,1
6800,52,7,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6801,25,9,4,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6802,35,9,6,2,0,0,55,1,0,0,0,0,0,0,1,0,0,0,0,1
6803,37,13,1,0,0,0,36,0,0,0,0,1,0,1,0,0,1,0,0,0
6804,33,10,0,2,0,0,65,0,1,0,0,0,0,0,1,0,0,0,0,1
6805,24,9,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6806,41,9,0,2,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
6807,66,10,6,1,0,1825,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6808,22,5,0,2,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6809,38,11,6,4,0,0,48,1,0,0,0,0,0,0,1,0,0,0,0,1
6810,33,10,6,4,0,0,40,0,0,0,0,0,1,1,0,0,0,1,0,0
6811,60,9,4,2,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
6812,33,13,6,2,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6813,27,5,6,2,0,0,30,1,0,0,0,0,0,0,1,0,0,0,0,1
6814,41,9,0,1,14344,0,48,0,0,0,1,0,0,0,1,0,0,0,0,1
6815,36,10,0,1,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
6816,72,9,3,1,2346,0,40,0,0,0,0,1,0,0,1,0,0,0,0,1
6817,24,10,0,2,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6818,23,13,0,1,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
6819,49,15,6,4,0,0,85,1,0,0,0,0,0,0,1,0,0,0,0,1
6820,68,14,0,4,3273,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6821,47,9,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6822,37,11,6,3,0,0,80,1,0,0,0,0,0,0,1,0,0,0,0,1
6823,57,13,6,2,0,1902,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6824,39,10,1,1,0,0,40,0,0,0,0,1,0,1,0,0,0,1,0,0
6825,41,9,6,2,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6826,30,13,6,0,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
6827,59,9,1,1,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
6828,31,9,0,1,0,0,35,0,0,0,1,0,0,1,0,0,0,0,0,1
6829,35,4,4,2,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
6830,49,10,4,0,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6831,19,9,0,2,0,0,30,0,0,0,1,0,0,1,0,0,0,0,0,1
6832,46,10,4,2,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6833,30,10,3,4,0,0,45,0,0,0,0,1,0,1,0,0,0,0,0,1
6834,59,9,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6835,56,10,6,2,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6836,54,10,4,1,0,0,35,0,1,0,0,0,0,1,0,0,0,0,0,1
6837,25,9,0,0,114,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
6838,33,9,0,0,0,0,35,0,1,0,0,0,0,1,0,0,0,0,0,1
6839,34,10,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6840,17,8,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,1
6841,61,8,3,4,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6842,22,10,0,2,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,1
6843,36,14,6,4,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6844,44,14,4,4,0,0,40,0,0,0,0,1,0,1,0,0,1,0,0,0
6845,39,9,0,4,0,0,42,0,1,0,0,0,0,0,1,0,0,0,0,1
6846,53,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6847,37,10,0,4,2174,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6848,28,4,6,4,0,0,55,1,0,0,0,0,0,0,1,0,0,0,0,1
6849,25,13,6,1,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
6850,32,8,0,1,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
6851,75,11,6,1,0,0,20,0,0,0,0,0,1,1,0,0,0,0,0,1
6852,50,6,1,2,0,0,56,0,1,0,0,0,0,0,1,0,0,0,0,1
6853,38,11,6,4,3908,0,50,0,0,0,0,0,1,1,0,0,0,0,0,1
6854,54,9,6,4,0,1887,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6855,47,14,6,4,15024,0,35,1,0,0,0,0,0,0,1,0,0,0,0,1
6856,39,9,0,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1
6857,21,8,0,1,0,0,25,0,0,0,1,0,0,0,1,0,0,1,0,0
6858,43,13,4,4,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6859,31,10,0,1,0,0,50,0,1,0,0,0,0,1,0,0,0,0,0,1
6860,39,14,4,4,0,0,70,0,1,0,0,0,0,0,1,0,0,1,0,0
6861,32,10,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6862,26,7,0,0,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,1
6863,51,12,6,2,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6864,42,14,4,2,4687,0,35,0,0,0,0,1,0,1,0,0,0,1,0,0
6865,23,13,0,2,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6866,55,13,6,0,0,0,35,0,0,1,0,0,0,0,1,0,1,0,0,0
6867,18,9,0,0,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,1
6868,25,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6869,47,12,6,2,0,1672,65,1,0,0,0,0,0,0,1,0,0,0,0,1
6870,26,10,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6871,40,9,6,2,0,0,35,1,0,0,0,0,0,0,1,0,0,0,0,1
6872,27,9,0,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6873,72,10,2,1,0,0,4,0,0,0,0,1,0,1,0,0,1,0,0,0
6874,45,9,6,0,0,0,55,0,0,0,0,0,1,1,0,0,0,0,0,1
6875,36,9,6,2,0,0,64,1,0,0,0,0,0,0,1,0,0,0,0,1
6876,33,13,0,4,0,0,50,0,1,0,0,0,0,1,0,0,0,0,0,1
6877,33,13,0,0,0,0,15,0,1,0,0,0,0,1,0,0,0,0,0,1
6878,61,7,2,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6879,50,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6880,31,13,0,4,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6881,31,10,1,0,0,0,40,0,0,0,0,1,0,1,0,0,0,1,0,0
6882,45,13,6,4,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6883,50,9,4,1,0,0,40,0,1,0,0,0,0,1,0,1,0,0,0,0
6884,23,12,0,2,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6885,24,10,6,0,0,0,30,1,0,0,0,0,0,0,1,0,0,0,0,1
6886,52,9,6,2,7298,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6887,59,6,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6888,36,14,6,4,0,0,50,0,0,0,0,0,1,1,0,0,0,0,0,1
6889,19,10,0,2,0,0,25,0,1,0,0,0,0,1,0,0,0,0,0,1
6890,32,9,0,0,0,0,45,0,1,0,0,0,0,1,0,0,0,0,0,1
6891,40,10,6,2,5178,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6892,36,11,4,2,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
6893,54,10,2,2,0,0,40,0,0,0,0,1,0,1,0,0,0,0,0,1
6894,45,3,6,2,0,0,38,1,0,0,0,0,0,0,1,0,0,0,0,1
6895,34,9,6,2,0,0,55,1,0,0,0,0,0,0,1,0,0,0,0,1
6896,53,10,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6897,58,14,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6898,33,11,0,3,0,0,56,0,1,0,0,0,0,0,1,0,0,0,0,1
6899,36,9,0,2,0,0,45,0,1,0,0,0,0,0,1,0,0,0,0,1
6900,62,9,2,0,0,0,24,0,1,0,0,0,0,1,0,0,0,0,0,1
6901,32,9,0,1,0,0,42,0,1,0,0,0,0,1,0,0,0,0,0,1
6902,38,12,6,2,3103,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6903,59,15,6,1,0,0,30,1,0,0,0,0,0,0,1,0,0,0,0,1
6904,27,13,6,2,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
6905,48,10,1,1,0,0,44,0,0,0,0,1,0,1,0,0,0,0,0,1
6906,46,10,4,1,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
6907,21,10,0,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
6908,30,4,0,2,0,0,38,0,1,0,0,0,0,0,1,0,0,0,0,1
6909,20,11,0,1,0,0,35,0,0,0,1,0,0,1,0,0,0,0,0,1
6910,35,10,4,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6911,29,13,0,1,0,0,50,0,0,0,1,0,0,0,1,0,0,0,0,1
6912,40,13,6,4,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6913,20,9,0,2,0,0,45,0,0,0,1,0,0,0,1,0,0,0,0,1
6914,45,9,6,2,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6915,71,7,6,4,0,0,75,1,0,0,0,0,0,0,1,0,0,0,0,1
6916,30,9,0,2,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6917,48,11,6,2,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
6918,25,13,0,4,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6919,54,10,6,2,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6920,70,13,6,2,0,2377,12,1,0,0,0,0,0,0,1,0,0,0,0,1
6921,43,13,6,4,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6922,22,12,0,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6923,55,13,4,4,0,1876,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6924,76,14,2,4,0,0,15,0,1,0,0,0,0,1,0,0,0,0,0,1
6925,53,9,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6926,18,7,0,1,0,0,35,0,0,0,1,0,0,0,1,0,0,0,0,1
6927,17,8,0,1,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,1
6928,26,10,1,0,0,0,20,0,0,0,1,0,0,0,1,0,0,1,0,0
6929,39,10,4,4,0,0,45,0,0,0,1,0,0,1,0,0,0,0,0,1
6930,19,6,0,1,0,0,25,0,0,0,1,0,0,0,1,0,0,0,0,1
6931,31,9,0,2,0,0,42,0,0,0,1,0,0,0,1,0,0,0,0,1
6932,46,9,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6933,40,9,0,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6934,37,11,4,2,0,0,52,0,0,0,0,1,0,1,0,0,0,0,0,1
6935,66,9,2,2,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6936,39,12,6,2,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6937,38,4,4,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6938,44,15,6,4,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6939,39,10,4,1,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
6940,34,15,6,4,0,0,35,1,0,0,0,0,0,0,1,0,0,0,0,1
6941,43,10,0,4,2174,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6942,34,10,6,1,0,0,20,0,0,0,0,0,1,1,0,0,0,0,0,1
6943,37,10,6,1,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
6944,42,10,4,4,0,0,20,0,0,0,0,1,0,1,0,0,0,0,0,1
6945,55,9,2,1,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
6946,24,9,6,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6947,20,10,0,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6948,33,13,0,1,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,1
6949,33,6,0,0,0,0,20,0,0,0,1,0,0,0,1,0,0,1,0,0
6950,22,9,0,0,0,0,40,0,0,0,1,0,0,0,1,0,0,1,0,0
6951,41,10,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6952,26,10,0,2,0,0,40,0,0,0,1,0,0,1,0,0,0,0,0,1
6953,20,10,0,1,0,0,35,0,0,0,1,0,0,1,0,0,0,0,0,1
6954,18,9,6,4,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0,1
6955,51,15,6,4,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,1
6956,18,9,0,1,0,0,16,0,0,0,1,0,0,1,0,0,0,0,0,1
6957,53,10,4,0,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6958,61,10,4,1,0,0,43,0,0,0,0,1,0,1,0,0,0,0,0,1
6959,61,10,6,1,0,0,35,1,0,0,0,0,0,0,1,0,0,0,0,1
6960,44,9,4,2,0,0,25,0,0,0,1,0,0,0,1,0,0,0,0,1
6961,59,14,4,4,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6962,47,10,6,2,7298,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6963,51,13,6,4,0,1902,60,1,0,0,0,0,0,0,1,0,0,0,0,1
6964,20,8,0,0,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6965,58,3,4,1,0,0,40,0,1,0,0,0,0,0,1,0,0,1,0,0
6966,33,14,6,3,0,0,40,1,0,0,0,0,0,0,1,0,0,1,0,0
6967,37,6,4,2,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,1
6968,53,9,4,1,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6969,39,14,4,4,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6970,29,9,6,0,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6971,78,4,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6972,17,9,0,0,0,0,15,0,0,0,1,0,0,1,0,0,0,0,0,1
6973,32,15,0,4,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6974,46,10,6,2,0,0,40,1,0,0,0,0,0,0,1,0,1,0,0,0
6975,20,9,0,2,0,0,24,0,0,0,1,0,0,1,0,0,1,0,0,0
6976,40,9,6,1,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,1
6977,38,9,4,1,2174,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6978,21,10,0,4,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1
6979,69,4,6,0,0,0,35,1,0,0,0,0,0,0,1,0,0,0,0,1
6980,50,3,6,0,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6981,24,13,0,4,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1
6982,54,10,6,1,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,1
6983,26,13,6,1,0,2002,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6984,25,9,0,1,0,0,45,0,1,0,0,0,0,1,0,0,0,0,0,1
6985,49,13,6,4,0,0,55,1,0,0,0,0,0,0,1,0,0,0,0,1
6986,41,13,6,0,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6987,24,12,0,0,0,0,48,0,1,0,0,0,0,0,1,0,0,0,0,1
6988,63,9,6,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6989,38,13,6,4,0,0,55,1,0,0,0,0,0,0,1,0,0,0,0,1
6990,60,10,6,1,7298,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1
6991,50,10,4,0,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1
6992,27,9,0,2,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,1
