Id,Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
11782,Richmond,607/2 McGoun St,2,u,SP,Biggin,22/07/2017,2.4,3121,2,2,2,2044,,,Yarra,-37.817,144.99554,Northern Metropolitan,14949,592000
7036,Heidelberg,95 Rosanna Rd,3,h,S,Barry,10/09/2016,10.6,3084,3,1,2,1547,,,Banyule,-37.7502,145.0706,Eastern Metropolitan,2890,1705000
11111,Malvern East,34 Kerferd St,4,h,VB,Marshall,12/08/2017,8.4,3145,4,3,3,736,,,Stonnington,-37.86954,145.0444,Southern Metropolitan,8801,3000000
12723,Fitzroy North,90 Bennett St,3,h,PI,McGrath,16/09/2017,3.6,3068,3,2,,9338,,,,-37.78101,144.98843,Northern Metropolitan,6244,1400000
724,Bentleigh,1/30 Daley St,2,h,SP,Marshall,10/12/2016,13,3204,2,1,1,296,103,1940,Glen Eira,-37.9243,145.0376,Southern Metropolitan,6795,855000
2180,Doncaster,3/103 Church Rd,3,t,SP,Jellis,25/02/2017,13.9,3108,3,2,2,233,175,2012,Manningham,-37.7881,145.1371,Eastern Metropolitan,9028,1102200
11047,Greensborough,55 Booyan Cr,3,h,S,Barry,12/08/2017,16.1,3088,3,1,1,594,95,1993,Nillumbik,-37.69039,145.09753,Northern Metropolitan,8524,714000
8879,Mont Albert,21 Barloa Rd,5,h,SP,Marshall,1/07/2017,10.2,3127,5,2,4,819,,,Boroondara,-37.81269,145.10236,Eastern Metropolitan,2079,2200000
11297,Brooklyn,1/42 Nolan Av,2,u,SP,hockingstuart,15/07/2017,6.4,3012,2,1,1,0,66,2000,Hobsons Bay,-37.82212,144.84477,Western Metropolitan,962,372100
11613,Bundoora,22 Alma Rd,4,h,SP,Ray,22/07/2017,12.1,3083,4,1,1,535,132,,Banyule,-37.69847,145.0601,Northern Metropolitan,10175,800000
553,Balwyn,53 Metung St,3,h,S,Jellis,17/09/2016,9.7,3103,3,1,2,651,,,Boroondara,-37.8036,145.0715,Southern Metropolitan,5682,2120000
1662,Canterbury,3/34 Faversham Rd,3,t,S,Jellis,27/06/2016,9,3126,3,2,2,0,,,Boroondara,-37.8207,145.0854,Southern Metropolitan,3265,1843000
13077,West Footscray,11 Church St,3,h,S,Jas,19/08/2017,6.4,3012,3,2,2,427,119,1936,,-37.79105,144.87914,Western Metropolitan,5058,1100500
1341,Brunswick,5 Hanover St,3,h,S,Jellis,22/05/2016,5.2,3056,3,1,2,384,89,1940,Moreland,-37.7626,144.9535,Northern Metropolitan,11918,985000
11962,Croydon,1/6 Kitchener Rd,3,h,S,Barry,29/07/2017,23,3136,3,2,2,297,,,Maroondah,-37.79115,145.28337,Eastern Metropolitan,11925,745000
1802,Caulfield,2/19 Ash Gr,1,u,S,hockingstuart,4/03/2017,8.9,3162,1,1,1,820,,,Glen Eira,-37.8866,145.0322,Southern Metropolitan,2379,323000
2674,Footscray,1/13 Essex St,3,h,S,Village,8/10/2016,6.4,3011,3,1,1,0,141,2010,Maribyrnong,-37.7962,144.8851,Western Metropolitan,7570,853000
2682,Footscray,84 Victoria St,3,h,SP,Jas,10/12/2016,6.4,3011,3,2,1,197,,,Maribyrnong,-37.8021,144.8924,Western Metropolitan,7570,775000
4877,Preston,2 Eggleton Ct,3,h,VB,Ray,3/09/2016,8.8,3072,3,1,2,584,,,Darebin,-37.7332,145.0252,Northern Metropolitan,14577,855000
3987,Melbourne,2206/60 Market St,1,u,VB,Dingle,12/11/2016,2.8,3000,1,1,0,0,57,1960,Melbourne,-37.8178,144.9607,Northern Metropolitan,17496,450000
4972,Preston,26 Paywit St,3,h,S,hockingstuart,18/06/2016,8.8,3072,3,2,2,590,140,1940,Darebin,-37.7336,144.9958,Northern Metropolitan,14577,1127000
1320,Brunswick,2 Chambers St,3,h,S,Nelson,17/09/2016,5.2,3056,3,2,3,470,152,1920,Moreland,-37.7788,144.9688,Northern Metropolitan,11918,1691500
4884,Preston,287 Plenty Rd,3,h,S,hockingstuart,3/12/2016,8.8,3072,3,1,0,148,3,1950,Darebin,-37.7428,145.0081,Northern Metropolitan,14577,751000
11266,Altona,65 Sargood St,3,t,S,hockingstuart,15/07/2017,11,3018,3,2,2,159,130,2014,Hobsons Bay,-37.86472,144.82929,Western Metropolitan,5301,815000
10253,Epping,7 Cavalier Ct,3,h,S,Love,27/05/2017,19.6,3076,3,2,2,637,125,1990,Whittlesea,-37.64097,145.05757,Northern Metropolitan,10926,573000
6431,Viewbank,44 Martins La,4,h,S,Miles,18/06/2016,13.8,3084,4,2,2,700,18,1980,Banyule,-37.7326,145.0881,Eastern Metropolitan,2698,895000
10845,Templestowe Lower,5 Sophora Ct,3,h,S,Barry,8/07/2017,12.4,3107,3,2,2,706,184,1970,Manningham,-37.77185,145.12509,Eastern Metropolitan,5420,1138000
7924,Hampton,4 Brand St,4,t,S,Buxton,13/05/2017,13.7,3188,4,2,2,351,,,Bayside,-37.9449,145.0167,Southern Metropolitan,5454,1910000
11947,Clifton Hill,117 Roseneath St,4,h,S,Nelson,29/07/2017,3.6,3068,4,2,0,191,,,Yarra,-37.79274,144.99863,Northern Metropolitan,2954,1662500
8562,Albion,2/36 Selwyn St,3,u,PI,Douglas,13/05/2017,13.9,3020,3,2,2,250,129,2013,Brimbank,-37.7798,144.8156,Western Metropolitan,2185,580000
10525,Sunshine North,9 McLeod St,3,h,S,Douglas,27/05/2017,10.5,3020,3,1,1,471,121,1950,Brimbank,-37.76951,144.83309,Western Metropolitan,4217,632000
5058,Reservoir,1/1 Leamington St,3,h,PI,Barry,7/05/2016,11.2,3073,3,2,1,267,186,2003,Darebin,-37.7132,145.0075,Northern Metropolitan,21650,625000
10934,Brunswick West,11 Henderson St,4,h,VB,Jellis,12/08/2017,5.2,3055,4,2,3,444,256,1997,Moreland,-37.7628,144.94011,Northern Metropolitan,7082,1500000
12167,St Kilda,11/22 Charnwood Cr,1,u,S,hockingstuart,29/07/2017,5,3182,1,1,1,0,,1940,Port Phillip,-37.85984,144.9867,Southern Metropolitan,13240,481000
7820,Essendon,7/16 Leake St,2,u,PI,Hodges,22/04/2017,8,3040,2,2,1,0,,,Moonee Valley,-37.7465,144.91,Western Metropolitan,9264,510000
2064,Coburg North,127 Elizabeth St,3,h,S,Brad,18/06/2016,9.2,3058,3,1,4,498,97,1950,Moreland,-37.7323,144.9833,Northern Metropolitan,3445,637000
5987,Sunshine,9 Una St,3,h,S,Sweeney,22/08/2016,12.6,3020,3,1,1,616,117,1930,Brimbank,-37.7842,144.843,Western Metropolitan,3755,695000
8482,Watsonia,25 Bungay St,4,h,S,LJ,22/04/2017,14.9,3087,4,1,2,696,123,1956,Banyule,-37.7054,145.0809,Northern Metropolitan,2329,761000
6339,Toorak,1/3 Glover Ct,3,h,S,RT,3/12/2016,4.6,3142,3,1,0,889,135,1943,Stonnington,-37.8328,145.0065,Southern Metropolitan,7217,1435000
6286,Thornbury,11 Clarendon St,3,h,SP,Jellis,17/09/2016,6.5,3071,2,2,1,417,159,1920,Darebin,-37.7595,145.0017,Northern Metropolitan,8870,1400000
13531,Richmond,170 Coppin St,4,h,S,Biggin,26/08/2017,2.4,3121,4,1,4,418,,,,-37.82368,145.00271,Northern Metropolitan,14949,1800000
11183,Ringwood,1/14 Paxton St,2,u,S,Carter,12/08/2017,19.9,3134,2,1,1,306,,,Maroondah,-37.80436,145.23339,Eastern Metropolitan,7785,655000
3913,Maribyrnong,3 Valnere St,4,h,SP,Biggin,7/05/2016,8.7,3032,4,2,1,516,,,Maribyrnong,-37.7839,144.8853,Western Metropolitan,4918,940000
7191,Ormond,58 Draper St,4,h,S,Buxton,15/10/2016,11.8,3204,4,3,1,718,189,1939,Glen Eira,-37.9061,145.0509,Southern Metropolitan,3578,1845000
9052,Brighton East,3 Bown Ct,5,h,PI,Hodges,3/06/2017,10.3,3187,5,3,2,645,249,1990,Bayside,-37.91818,145.01513,Southern Metropolitan,6938,2000000
12583,Port Melbourne,346 Princes St,3,h,S,Cayzer,9/09/2017,3.5,3207,3,1,0,99,96,1890,,-37.83509,144.94286,Southern Metropolitan,8648,1000000
13029,Montmorency,2/50 Coventry St,3,h,S,Fletchers,19/08/2017,16.2,3094,3,1,2,204,102,2000,,-37.72266,145.12172,Eastern Metropolitan,3891,756000
4981,Preston,187 Gilbert Rd,3,h,S,Barry,22/08/2016,8.8,3072,3,2,1,0,142,,Darebin,-37.7451,144.9888,Northern Metropolitan,14577,850000
11096,Kew East,4 Meldrum St,4,h,VB,Jellis,12/08/2017,7.3,3102,4,2,2,696,,,Boroondara,-37.79147,145.05334,Southern Metropolitan,2671,1750000
6521,Williamstown,71 Hannan St,4,h,S,Greg,16/04/2016,8,3016,3,2,2,466,160,1930,Hobsons Bay,-37.8621,144.8872,Western Metropolitan,6380,1805000
2154,Doncaster,768 Elgar Rd,2,h,S,Barry,14/05/2016,13.9,3108,3,1,1,679,,1960,Manningham,-37.7915,145.1224,Eastern Metropolitan,9028,1140000
5125,Reservoir,249 Spring St,4,h,S,Barry,13/08/2016,11.2,3073,4,2,4,601,,,Darebin,-37.7176,145.0058,Northern Metropolitan,21650,1700000
4369,North Melbourne,18 Melrose St,2,h,S,Jellis,19/11/2016,2.3,3051,2,2,0,109,100,1900,Melbourne,-37.795,144.942,Northern Metropolitan,6821,1010000
4176,Moorabbin,23 Franklin St,4,h,S,Buxton,18/03/2017,14.6,3189,4,2,1,603,140,1955,Kingston,-37.9381,145.0534,Southern Metropolitan,2555,1070000
3516,Kensington,56 Tennyson St,3,h,S,Edward,4/06/2016,4.2,3031,3,1,1,274,,1900,Melbourne,-37.7984,144.929,Northern Metropolitan,5263,1050000
3475,Keilor East,1/31 Surrey Dr,3,t,S,Barry,16/04/2016,12.8,3033,3,2,1,440,156,1995,Moonee Valley,-37.7517,144.8776,Western Metropolitan,5629,705000
865,Bentleigh East,20 Elizabeth St,3,h,S,hockingstuart,16/07/2016,13.9,3165,3,1,2,618,,,Glen Eira,-37.9228,145.0527,Southern Metropolitan,10969,1185000
12085,Mont Albert,1/381 Elgar Rd,3,t,S,Fletchers,29/07/2017,10.2,3127,3,1,1,248,,2000,Whitehorse,-37.82335,145.11358,Eastern Metropolitan,2079,943000
383,Ashburton,45 Yuile St,3,h,S,Jellis,10/12/2016,11,3147,3,1,3,780,152,1940,Boroondara,-37.8599,145.0815,Southern Metropolitan,3052,1655000
10450,Ormond,11 Newham Gr,4,h,PI,Woodards,27/05/2017,11.4,3204,4,3,2,719,154,1920,Glen Eira,-37.90087,145.03959,Southern Metropolitan,3578,1565000
8148,Niddrie,13 Haldane Rd,3,h,S,Purplebricks,6/05/2017,11.2,3042,3,1,2,657,,,Moonee Valley,-37.7356,144.8859,Western Metropolitan,2291,935000
4960,Preston,6/383 Gilbert Rd,2,u,S,Nelson,18/03/2017,8.8,3072,2,1,1,0,65,1980,Darebin,-37.7377,144.9899,Northern Metropolitan,14577,436000
2376,Essendon,1/155 Deakin St,3,h,S,Frank,11/02/2017,8,3040,3,1,2,226,,2000,Moonee Valley,-37.7393,144.8931,Western Metropolitan,9264,897000
4612,Pascoe Vale,1/94 Railway Pde,4,t,PI,Brad,6/08/2016,9.9,3044,4,2,1,215,157,1990,Moreland,-37.7247,144.9257,Northern Metropolitan,7485,605000
8311,Reservoir,44 Mendip Rd,4,h,S,Barry,20/05/2017,11.2,3073,4,1,3,635,,,Darebin,-37.7205,145.0165,Northern Metropolitan,21650,930000
3087,Hampton,1/514 Bluff Rd,3,t,VB,Buxton,27/11/2016,13.7,3188,3,2,2,0,,,Bayside,-37.9368,145.0242,Southern Metropolitan,5454,820000
13310,Taylors Lakes,21 Salvana Ct,4,h,S,Barry,23/09/2017,15.5,3038,4,2,2,712,364,1998,,-37.68646,144.77247,Western Metropolitan,5336,751000
9681,Parkville,603/228 The Avenue,2,u,VB,Nelson,17/06/2017,1.8,3052,2,2,1,2431,,,Melbourne,-37.78212,144.95755,Northern Metropolitan,2309,900000
8972,Thornbury,329 Gillies St,4,h,SP,Jellis,1/07/2017,7,3071,4,3,2,530,251,2016,Darebin,-37.76281,145.01986,Northern Metropolitan,8870,2070000
9197,Ivanhoe,29 Livingstone St,4,h,PI,Nelson,3/06/2017,7.8,3079,4,1,2,587,,,Banyule,-37.76737,145.03944,Eastern Metropolitan,5549,1350000
11215,Surrey Hills,3/51 Park Rd,3,t,S,Jellis,12/08/2017,10.2,3127,3,1,2,271,,,Whitehorse,-37.8364,145.10609,Southern Metropolitan,5457,938000
12115,Oakleigh South,9 Mimosa Av,3,h,S,McGrath,29/07/2017,15.5,3167,3,1,2,680,,,Monash,-37.9123,145.09737,South-Eastern Metropolitan,3692,1250000
9905,Greenvale,29 Piccadilly Ct,4,h,SP,Jason,24/06/2017,20.4,3059,4,2,3,990,,,Hume,-37.6579,144.90523,Northern Metropolitan,4864,810000
11829,Taylors Hill,6 Hobart Wy,5,h,S,Barry,22/07/2017,18,3037,5,3,2,450,260,2011,Melton,-37.71152,144.75283,Western Metropolitan,4242,725500
6375,Toorak,7/36 Grange Rd,1,u,S,Jellis,15/10/2016,4.6,3142,1,1,1,0,57,1970,Stonnington,-37.8373,145.0116,Southern Metropolitan,7217,541000
10357,Keilor Downs,43 Tarella Dr,4,h,S,Nelson,27/05/2017,15.5,3038,4,2,3,696,,1980,Brimbank,-37.72394,144.8147,Western Metropolitan,3656,790000
7997,Hughesdale,1/547 Neerim Rd,4,t,S,Mandy,13/05/2017,13,3166,4,4,2,370,255.79,2006,Monash,-37.8919,145.0781,Southern Metropolitan,3145,1340000
9676,Oakleigh South,36 Bossington St,3,h,S,hockingstuart,17/06/2017,15.5,3167,3,1,2,673,101,1950,Monash,-37.91693,145.08739,South-Eastern Metropolitan,3692,1218500
197,Altona North,21 Hatherley Gr,3,h,VB,Jas,10/12/2016,11.1,3025,3,1,3,554,,,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132,700000
7372,Cremorne,308/163 Cremorne St,2,u,S,hockingstuart,24/09/2016,2.5,3121,2,1,1,0,,2007,Yarra,-37.8301,144.9904,Northern Metropolitan,1123,565000
4138,Moonee Ponds,1/16 Capulet St,2,u,SP,Woodards,28/05/2016,6.9,3039,2,1,2,217,,,Moonee Valley,-37.7609,144.9308,Western Metropolitan,6232,730000
3474,Keilor East,13 Pennington St,4,h,S,Nelson,16/04/2016,12.8,3033,4,2,3,708,184,1990,Moonee Valley,-37.7452,144.8652,Western Metropolitan,5629,835000
1948,Coburg,2/118 Bruce St,3,t,S,Nelson,10/12/2016,7.8,3058,3,1,2,119,109,1995,Moreland,-37.7403,144.9491,Northern Metropolitan,11204,640000
13558,Templestowe Lower,20 Airds Rd,4,h,S,RT,26/08/2017,12.4,3107,4,2,2,741,,,,-37.75843,145.10888,Eastern Metropolitan,5420,1745000
7772,Coburg North,38 Galeka St,3,h,S,hockingstuart,8/04/2017,9.2,3058,3,1,1,592,,,Moreland,-37.72,144.9577,Northern Metropolitan,3445,875000
12377,Pascoe Vale,3/43 Danin St,3,t,S,Brad,3/09/2017,8.5,3044,3,2,2,122,108,2012,,-37.72304,144.92864,Northern Metropolitan,7485,676000
1330,Brunswick,5 Black St,3,h,S,Collins,18/06/2016,5.2,3056,3,2,1,0,195,1945,Moreland,-37.7763,144.9597,Northern Metropolitan,11918,1700000
13401,Coolaroo,21 Norval Cr,3,h,S,Stockdale,26/08/2017,17.4,3048,3,1,3,536,104,1975,,-37.65704,144.92987,Northern Metropolitan,1124,460000
9798,Berwick,5 Gretel Pl,3,h,S,Harcourts,24/06/2017,35.2,3806,3,2,2,703,153,1980,Casey,-38.03062,145.35951,Eastern Victoria,17093,690000
57,Airport West,180 Parer Rd,3,h,S,Barry,16/04/2016,13.5,3042,3,1,2,971,113,1960,Moonee Valley,-37.7186,144.876,Western Metropolitan,3464,830000
12174,Sunshine West,73 Hilma St,3,h,S,Barry,29/07/2017,10.5,3020,3,1,2,1143,100,1980,Brimbank,-37.79135,144.79948,Western Metropolitan,6763,760000
4949,Preston,25 Pender St,3,h,S,Barry,16/07/2016,8.8,3072,3,1,1,398,,,Darebin,-37.7372,145.01,Northern Metropolitan,14577,842000
3742,Maidstone,1/27 Baird St,3,t,S,Sweeney,15/10/2016,9.2,3012,3,2,2,218,,,Maribyrnong,-37.7895,144.8723,Western Metropolitan,3873,728000
3899,Malvern East,20a Thurso St,3,h,VB,Jellis,28/08/2016,11.2,3145,3,1,1,288,132,1999,Stonnington,-37.8752,145.0817,Southern Metropolitan,8801,950000
1595,Camberwell,2/25 Hazel St,2,u,S,Jellis,17/09/2016,7.8,3124,2,1,1,150,88,1970,Boroondara,-37.8438,145.066,Southern Metropolitan,8920,900000
2561,Fitzroy North,129/4 Bik La,2,u,SP,Collins,4/03/2017,3.5,3068,2,2,2,4296,,2011,Yarra,-37.7846,144.9785,Northern Metropolitan,6244,700000
12844,South Yarra,16 Margaret St,3,h,SP,Jellis,16/09/2017,2.7,3141,3,1,,174,110,1900,,-37.84517,144.98727,Southern Metropolitan,14887,1305000
9341,Sunshine West,7 Fairbairn Rd,3,h,SP,Sweeney,3/06/2017,10.5,3020,3,2,2,535,,,Brimbank,-37.79414,144.81855,Western Metropolitan,6763,520000
9295,Reservoir,13 Crispe St,4,h,S,Barry,3/06/2017,12,3073,4,2,2,665,,,Darebin,-37.72787,144.99423,Northern Metropolitan,21650,1100000
8534,Yarraville,10/51 Stephen St,2,u,S,Village,13/05/2017,7,3013,2,1,1,0,68,1975,Maribyrnong,-37.8128,144.8953,Western Metropolitan,6543,397000
6722,Yarraville,7 Hughes St,3,h,S,Village,28/08/2016,7,3013,4,1,1,470,127,1970,Maribyrnong,-37.822,144.8904,Western Metropolitan,6543,840000
3751,Maidstone,21 Montgomery St,2,h,S,hockingstuart,18/06/2016,9.2,3012,2,1,1,194,,,Maribyrnong,-37.787,144.8654,Western Metropolitan,3873,600000
9439,Blackburn North,6 Conrad Ct,3,h,S,Noel,17/06/2017,13.4,3130,3,1,1,671,,,Whitehorse,-37.802,145.15828,Eastern Metropolitan,2867,1001000
9396,Altona,21 Harrington St,3,h,S,Barlow,17/06/2017,11,3018,3,1,1,600,,,Hobsons Bay,-37.86494,144.8157,Western Metropolitan,5301,853000
3586,Kew,43 Fernhurst Gr,4,h,S,RT,4/03/2017,5.6,3101,4,3,1,358,,,Boroondara,-37.8034,145.0283,Southern Metropolitan,10331,1690000
10716,Keilor Downs,14 Carbine Wy,3,h,S,Ray,8/07/2017,15.5,3038,3,2,4,708,,,Brimbank,-37.72659,144.79668,Western Metropolitan,3656,675000
3675,Kew,69 Malin St,5,h,PI,Marshall,27/11/2016,5.6,3101,4,5,2,480,147,1979,Boroondara,-37.8117,145.0449,Southern Metropolitan,10331,3280000
8944,South Morang,7/7 Old Plenty Rd,3,u,S,Millership,1/07/2017,20.5,3752,3,1,1,216,,,Whittlesea,-37.64491,145.09233,Northern Metropolitan,7969,386000
11645,Deepdene,4/193 Whitehorse Rd,2,h,S,Nelson,22/07/2017,7.9,3103,2,1,2,1533,,,Boroondara,-37.81143,145.07108,Southern Metropolitan,892,710000
5499,Seddon,258 Nicholson St,3,h,VB,Jas,16/07/2016,6.6,3011,3,2,1,309,149,1910,Maribyrnong,-37.807,144.898,Western Metropolitan,2417,920000
12834,Ringwood East,4 Short St,3,h,S,Fletchers,16/09/2017,21.3,3135,3,1,1,400,135,1950,,-37.80954,145.25538,Eastern Metropolitan,4407,746000
7026,Hawthorn East,26 Roseberry St,2,h,S,Jellis,28/08/2016,7.5,3123,2,1,2,206,,,Boroondara,-37.8267,145.0476,Southern Metropolitan,6482,1100000
2885,Glenroy,4 Lyons St,3,h,S,Barry,8/10/2016,13,3046,3,1,2,702,,,Moreland,-37.6999,144.9387,Northern Metropolitan,8870,600000
3075,Hampton,50 Holyrood St,4,h,PI,Hodges,23/04/2016,13.7,3188,4,3,4,583,305,2000,Bayside,-37.9336,144.9999,Southern Metropolitan,5454,2200000
6678,Yarraville,9 Pearce St,3,h,S,Jellis,16/04/2016,7,3013,3,1,1,202,,,Maribyrnong,-37.8196,144.8839,Western Metropolitan,6543,955000
6978,Hawthorn East,1/17 Auburn Gr,2,u,S,Kay,13/08/2016,7.5,3123,2,1,1,0,60,1970,Boroondara,-37.8254,145.047,Southern Metropolitan,6482,573000
10770,Mulgrave,1 Sutherland Ct,4,h,S,Harcourts,8/07/2017,18.8,3170,4,2,1,790,,,Monash,-37.91375,145.16438,South-Eastern Metropolitan,7113,992000
6536,Williamstown,2/4 Lyons St,2,u,SP,Greg,24/09/2016,8,3016,2,1,1,0,60,1980,Hobsons Bay,-37.8612,144.8971,Western Metropolitan,6380,547500
12216,Altona,86 Grieve Pde,3,h,S,Greg,3/09/2017,11,3018,3,2,3,530,148,1985,,-37.8614,144.81931,Western Metropolitan,5301,913000
8628,Keilor Park,49a Spence St,3,u,S,Barry,22/04/2017,14.5,3042,3,1,2,431,,,Brimbank,-37.721,144.8584,Western Metropolitan,1119,616000
10836,Sunshine North,2/51 Cary St,2,u,S,Douglas,8/07/2017,10.5,3020,2,1,1,150,,,Brimbank,-37.76941,144.82385,Western Metropolitan,4217,429000
9507,Doncaster East,12 Silvana Ct,4,h,S,Biggin,17/06/2017,14.3,3109,4,2,2,886,,1980,Manningham,-37.75572,145.17625,Eastern Metropolitan,10999,1241000
4646,Pascoe Vale,7 Dorothy St,3,h,SP,Barry,15/10/2016,9.9,3044,3,1,3,464,124,1955,Moreland,-37.7184,144.9488,Northern Metropolitan,7485,770000
4959,Preston,3/9 Cormac St,2,t,S,Harcourts,18/03/2017,8.8,3072,2,1,1,113,90,2013,Darebin,-37.7479,145.0153,Northern Metropolitan,14577,660000
11110,Malvern,30 Warner St,3,h,PI,Marshall,12/08/2017,5.9,3144,3,2,2,400,216,2007,Stonnington,-37.85183,145.03863,Southern Metropolitan,4675,2020000
5158,Reservoir,1/26 Chaleyer St,3,u,S,Ray,18/03/2017,11.2,3073,3,1,2,159,97,1970,Darebin,-37.7277,145.0248,Northern Metropolitan,21650,470000
227,Armadale,28 Cambridge St,3,h,S,Hodges,4/03/2017,6.3,3143,3,1,1,217,116,1888,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836,1870000
2888,Glenroy,6 Cosmos St,3,h,S,Stockdale,10/09/2016,13,3046,3,1,2,753,,,Moreland,-37.7065,144.9374,Northern Metropolitan,8870,691000
5001,Preston,33 George St,4,h,PI,Barry,27/06/2016,8.8,3072,4,2,1,0,,,Darebin,-37.7337,144.9854,Northern Metropolitan,14577,660000
6922,Fawkner,16 Janice Ct,3,h,S,Nelson,18/06/2016,12.4,3060,3,1,4,789,,,Hume,-37.6912,144.9623,Northern Metropolitan,5070,538000
4150,Moorabbin,19 Hamer St,3,h,S,O'Brien,3/09/2016,14.6,3189,3,2,2,573,150,1970,Kingston,-37.9428,145.044,Southern Metropolitan,2555,1000000
7273,West Footscray,5/14 Busch St,2,h,S,hockingstuart,27/11/2016,8.2,3012,2,1,1,0,90,1980,Maribyrnong,-37.7956,144.8762,Western Metropolitan,5058,450000
802,Bentleigh East,24 Brooks St,4,h,S,Hodges,4/06/2016,13.9,3165,3,2,2,585,178,1950,Glen Eira,-37.9167,145.0771,Southern Metropolitan,10969,1220000
10286,Gladstone Park,91 Carrick Dr,3,h,S,Jason,27/05/2017,12.9,3043,3,1,1,935,130,1975,Hume,-37.69744,144.89073,Western Metropolitan,3285,755000
892,Bentleigh East,1/38 Kennedy St,4,t,S,Buxton,18/06/2016,13.9,3165,4,2,1,316,190,2010,Glen Eira,-37.9198,145.0789,Southern Metropolitan,10969,1045000
4629,Pascoe Vale,232 Boundary Rd,4,h,S,Harcourts,10/12/2016,9.9,3044,4,2,2,770,,,Moreland,-37.7166,144.9393,Northern Metropolitan,7485,990000
3316,Heidelberg West,22 Kokoda St,2,h,S,Haughton,27/11/2016,9.4,3081,2,1,3,632,77,1960,Banyule,-37.7443,145.0462,Eastern Metropolitan,2674,725000
7592,Brunswick,217 Victoria St,3,h,S,Woodards,6/05/2017,5.2,3056,3,1,0,282,112,1900,Moreland,-37.7674,144.966,Northern Metropolitan,11918,1210000
13180,Forest Hill,14 Box Av,4,h,VB,Noel,23/09/2017,15.4,3131,4,2,2,653,653,1970,,-37.84362,145.16976,Eastern Metropolitan,4385,1350000
11541,West Footscray,3/30 Beaumont Pde,1,h,VB,Jas,15/07/2017,6.4,3012,1,1,1,45,,1970,Maribyrnong,-37.80728,144.86702,Western Metropolitan,5058,280000
12715,Epping,20 Orlit Ct,3,h,S,HAR,16/09/2017,19.6,3076,3,2,4,614,,,,-37.64035,145.05624,Northern Metropolitan,10926,647000
3021,Hampton,8/121 Thomas St,2,u,SP,Buxton,3/12/2016,13.7,3188,2,1,1,0,85,1965,Bayside,-37.939,145.0137,Southern Metropolitan,5454,802000
13347,Balwyn North,33 Cityview Rd,3,h,S,Jellis,26/08/2017,9.7,3104,3,1,1,663,,,,-37.79131,145.07861,Southern Metropolitan,7809,1900000
912,Bentleigh East,39 Shrewsbury St,4,h,PI,Marshall,22/05/2016,13.9,3165,4,1,1,582,151,1960,Glen Eira,-37.9129,145.0598,Southern Metropolitan,10969,1365000
12956,Doncaster East,80 Gedye St,4,h,SP,Jellis,19/08/2017,14.3,3109,4,3,2,654,,,,-37.79739,145.14671,Eastern Metropolitan,10999,1320000
10258,Epping,14A Supply Dr,2,h,S,Barry,27/05/2017,19.6,3076,2,1,1,279,,,Whittlesea,-37.65791,145.02643,Northern Metropolitan,10926,452500
8143,Newport,1 Elphin St,2,h,S,Jas,29/04/2017,8.4,3015,2,1,3,480,,,Hobsons Bay,-37.8431,144.8919,Western Metropolitan,5498,1070000
12537,Keilor East,17 Nyah St,3,h,S,Nelson,9/09/2017,11.7,3033,3,1,1,602,,,,-37.73514,144.86778,Western Metropolitan,5629,1031100
11594,Bentleigh,22 Mortimore St,3,h,S,Buxton,22/07/2017,11.4,3204,3,2,2,672,,,Glen Eira,-37.92768,145.04268,Southern Metropolitan,6795,1610000
10554,West Melbourne,1/110 Railway Pl,2,u,PI,Nelson,27/05/2017,3.1,3003,2,1,1,0,91,1993,Melbourne,-37.80848,144.9437,Northern Metropolitan,2230,660000
8286,Reservoir,2 Fordham Rd,4,h,S,Ray,6/05/2017,11.2,3073,4,1,2,659,,,Darebin,-37.7148,145.019,Northern Metropolitan,21650,741000
9415,Balwyn,14 Iramoo St,4,h,PI,RT,17/06/2017,7.9,3103,4,4,2,613,340,2009,Boroondara,-37.81167,145.08595,Southern Metropolitan,5682,3050000
6478,West Melbourne,6/40 Batman St,3,t,PI,Caine,18/06/2016,1.9,3003,3,2,2,116,,2002,Melbourne,-37.8102,144.9515,Northern Metropolitan,2230,1130000
12507,Glen Iris,38 Allison Av,3,h,S,Marshall,9/09/2017,7.3,3146,3,2,2,705,158,1935,,-37.86578,145.06886,Southern Metropolitan,10412,2200000
5410,Richmond,1/7 Sanders Pl,3,t,S,Jellis,25/02/2017,2.6,3121,3,3,2,119,184,2005,Yarra,-37.8278,144.9984,Northern Metropolitan,14949,1582000
12210,Wollert,60 Saltlake Bvd,3,h,S,Stockdale,29/07/2017,25.5,3750,3,2,2,400,,,Whittlesea,-37.61387,145.0385,Northern Metropolitan,2940,525300
4231,Newport,87 Elizabeth St,3,h,S,Jas,14/05/2016,8.4,3015,3,1,2,501,,,Hobsons Bay,-37.8356,144.8785,Western Metropolitan,5498,1002500
11994,Epping,19 Lotus Ct,4,h,PI,hockingstuart,29/07/2017,19.6,3076,4,2,2,571,200,1997,Whittlesea,-37.63762,145.03539,Northern Metropolitan,10926,658000
