PassengerId,Age,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_M,Cabin_T,Embarked_C,Embarked_Q,Embarked_S,Family,Family_cut_Alone,Family_cut_Large,Family_cut_Samll,Fare,Parch,Pclass,Sex_female,Sex_male,SibSp,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other
203,34.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3446746587208094,0,3,0,1,0,0,0,1,0,0
204,45.5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.31309334072482853,0,3,0,1,0,0,0,1,0,0
205,18.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
206,2.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,-0.17287869863488323,1,3,1,0,0,0,1,0,0,0
207,32.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.06045145866537313,0,3,0,1,1,0,0,1,0,0
208,26.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.18767323816783318,0,3,0,1,0,0,0,1,0,0
209,16.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,1,0,0,0,1,0,0,0
210,40.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7165910193333795,0,1,0,1,0,0,0,1,0,0
211,24.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.32067251056752827,0,3,0,1,0,0,0,1,0,0
212,35.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.283495599750537,0,2,1,0,0,0,1,0,0,0
213,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3120106021758714,0,3,0,1,0,0,0,1,0,0
214,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,0,1,0,0,0,1,0,0
215,25.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,-0.29035583119672925,0,3,0,1,1,0,0,1,0,0
216,31.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,4.279883583951216,0,1,1,0,1,0,1,0,0,0
217,27.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2827766613540295,0,3,1,0,0,0,1,0,0,0
218,42.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5433528515002425,0,2,0,1,1,0,0,1,0,0
219,32.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.6781538008454024,0,1,1,0,0,0,1,0,0,0
220,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,0,1,0,0,0,1,0,0
221,16.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
222,27.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,0,1,0,0,0,1,0,0
223,51.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
224,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
225,38.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,3.27185399487215,0,1,0,1,1,0,0,1,0,0
226,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2210605640634745,0,3,0,1,0,0,0,1,0,0
227,19.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,0,1,0,0,0,1,0,0
228,20.5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3120106021758714,0,3,0,1,0,0,0,1,0,0
229,18.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,0,1,0,0,0,1,0,0
230,21.5,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0.4769463308156052,1,3,1,0,3,0,1,0,0,0
231,35.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2.9892592335943453,0,1,1,0,1,0,0,0,1,0
232,29.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2892730926477721,0,3,0,1,0,0,0,1,0,0
233,59.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.041325964936594836,0,2,0,1,0,0,0,1,0,0
234,5.0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,0,0.7333734668422146,2,3,1,0,4,0,1,0,0,0
235,24.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,0,1,0,0,0,1,0,0
236,21.5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2990177395883861,0,3,1,0,0,0,1,0,0,0
237,44.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5000433095419583,0,2,0,1,1,0,0,1,0,0
238,8.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.5108706950315294,2,2,1,0,0,0,1,0,0,0
239,19.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,0,1,0,0,0,1,0,0
240,33.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.09438015383549303,0,2,0,1,0,0,0,1,0,0
241,21.5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.0,0,3,1,0,1,0,1,0,0,0
242,21.5,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.04529311897997366,0,3,1,0,1,0,1,0,0,0
243,29.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,0,1,0,0,0,1,0,0
244,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.31742429492065694,0,3,0,1,0,0,0,1,0,0
245,30.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.31309334072482853,0,3,0,1,0,0,0,1,0,0
246,44.0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,3.27185399487215,0,1,0,1,2,0,0,0,0,1
247,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2892730926477721,0,3,1,0,0,0,1,0,0,0
248,24.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.001983577021689412,2,2,1,0,0,0,0,0,1,0
249,37.0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1.6500935486106298,1,1,0,1,1,0,0,1,0,0
250,54.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5000433095419583,0,2,0,1,1,0,0,0,0,1
251,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3120106021758714,0,3,0,1,0,0,0,1,0,0
252,29.0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,-0.17287869863488323,1,3,1,0,1,0,0,0,1,0
253,62.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5238635576190146,0,1,0,1,0,0,0,1,0,0
254,30.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.07127884415494427,0,3,0,1,1,0,0,1,0,0
255,41.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.24938933545838812,2,3,1,0,0,0,0,0,1,0
256,29.0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0.03428383341417777,2,3,1,0,0,0,0,0,1,0
257,35.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2.8041109417226804,0,1,1,0,0,0,0,0,1,0
258,30.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.120270598018155,0,1,1,0,0,0,1,0,0,0
259,35.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,21.56273820248077,0,1,1,0,0,0,1,0,0,0
260,50.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5000433095419583,1,2,1,0,0,0,0,0,1,0
261,25.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,0,1,0,0,0,1,0,0
262,3.0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,0,0.7333734668422146,2,3,0,1,4,1,0,0,0,0
263,52.0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,2.8236002356039083,1,1,0,1,1,0,0,1,0,0
264,40.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.6260047813734322,0,1,0,1,0,0,0,1,0,0
265,21.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,1,0,0,0,1,0,0,0
266,36.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,0,1,0,0,0,1,0,0
267,16.0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,1.092842665095974,1,3,0,1,4,0,0,1,0,0
268,25.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.2892730926477721,0,3,0,1,1,0,0,1,0,0
269,58.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,6.020385801399765,1,1,1,0,0,0,0,0,1,0
270,35.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5.248211315917122,0,1,1,0,0,0,1,0,0,0
271,40.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.7165910193333795,0,1,0,1,0,0,0,1,0,0
272,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.6260047813734322,0,3,0,1,0,0,0,1,0,0
273,41.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.21853128681311065,1,2,1,0,0,0,0,0,1,0
274,37.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.6602886147876099,1,1,0,1,0,0,0,1,0,0
275,21.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,1,0,0,0,1,0,0,0
276,63.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2.7503334834730784,0,1,1,0,1,0,1,0,0,0
277,45.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.29035583119672925,0,3,1,0,0,0,1,0,0,0
278,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.6260047813734322,0,2,0,1,0,0,0,1,0,0
279,7.0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,0.6353856281615965,1,3,0,1,4,1,0,0,0,0
280,35.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.25101344328182384,1,3,1,0,1,0,0,0,1,0
281,65.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,0,1,0,0,0,1,0,0
282,28.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2858429769246761,0,3,0,1,0,0,0,1,0,0
283,16.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.21456413276973182,0,3,0,1,0,0,0,1,0,0
284,19.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
285,40.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5000433095419583,0,1,0,1,0,0,0,1,0,0
286,33.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.2508358741597949,0,3,0,1,0,0,0,1,0,0
287,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.21456413276973182,0,3,0,1,0,0,0,1,0,0
288,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
289,42.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,0,1,0,0,0,1,0,0
290,22.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,1,0,0,0,1,0,0,0
291,26.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2.7889526020372806,0,1,1,0,0,0,1,0,0,0
292,19.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3.3185936525535307,0,1,1,0,1,0,0,0,1,0
293,36.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.06839442866052249,0,2,0,1,0,0,0,1,0,0
294,24.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2427153350426166,0,3,1,0,0,0,1,0,0,0
295,24.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
296,40.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.5745703693437738,0,1,0,1,0,0,0,1,0,0
297,23.5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.3129114406486037,0,3,0,1,0,0,0,1,0,0
298,2.0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,5.937556302404546,2,1,1,0,1,0,1,0,0,0
299,40.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6949362483542374,0,1,0,1,0,0,0,1,0,0
300,50.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10.094007691774651,1,1,1,0,0,0,0,0,1,0
301,21.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,1,0,0,0,1,0,0,0
302,25.0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0.38094206915667655,0,3,0,1,2,0,0,1,0,0
303,19.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.6260047813734322,0,3,0,1,0,0,0,1,0,0
304,28.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.09113193818862174,0,2,1,0,0,0,1,0,0,0
305,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
306,0.92,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,5.937556302404546,2,1,0,1,1,1,0,0,0,0
307,35.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4.1763001524495875,0,1,1,0,0,0,1,0,0,0
308,17.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,4.090404337883722,0,1,1,0,1,0,0,0,1,0
309,30.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.4134242256253898,0,2,0,1,1,0,0,1,0,0
310,30.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1.8395727946781235,0,1,1,0,0,0,1,0,0,0
311,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2.9755431016561564,0,1,1,0,0,0,1,0,0,0
312,18.0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,1,0,10.737336289931397,2,1,1,0,2,0,1,0,0,0
313,26.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.5000433095419583,1,2,1,0,1,0,0,0,1,0
314,28.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
315,43.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.5108706950315294,1,2,0,1,1,0,0,1,0,0
316,26.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2858429769246761,0,3,1,0,0,0,1,0,0,0
317,24.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5000433095419583,0,2,1,0,1,0,0,0,1,0
318,54.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.01967119395745271,0,2,0,1,0,0,0,0,0,1
319,31.0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,6.51429647980043,2,1,1,0,0,0,1,0,0,0
320,40.0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,5.199128612015799,1,1,1,0,1,0,0,0,1,0
321,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3120106021758714,0,3,0,1,0,0,0,1,0,0
322,27.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
323,30.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.09113193818862174,0,2,1,0,0,0,1,0,0,0
324,22.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.629971935416811,1,2,1,0,1,0,0,0,1,0
325,25.0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,1,0,2.3861738618252373,2,3,0,1,8,0,0,1,0,0
326,36.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5.248211315917122,0,1,1,0,0,0,1,0,0,0
327,61.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.35586151340863414,0,3,0,1,0,0,0,1,0,0
328,36.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,1,0,0,0,0,0,1,0
329,31.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.26292356732035194,1,3,1,0,1,0,0,0,1,0
330,16.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.8850478137343218,1,1,1,0,0,0,1,0,0,0
331,21.5,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0.38094206915667655,0,3,1,0,2,0,1,0,0,0
332,45.5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6083171644376689,0,1,0,1,0,0,0,1,0,0
333,38.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,6.020385801399765,1,1,0,1,0,0,0,1,0,0
334,16.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.15356697387568427,0,3,0,1,2,0,0,1,0,0
335,35.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,5.162315501351258,0,1,1,0,1,0,0,0,1,0
336,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
337,29.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2.2584107130482987,0,1,0,1,1,0,0,1,0,0
338,41.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5.199128612015799,0,1,1,0,0,0,1,0,0,0
339,45.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
340,45.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.9114839581456586,0,1,0,1,0,0,0,1,0,0
341,2.0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0.5000433095419583,1,2,0,1,1,1,0,0,0,0
342,24.0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,0,10.764404753655324,2,1,1,0,3,0,1,0,0,0
343,28.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,0,1,0,0,0,1,0,0
344,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,0,1,0,0,0,1,0,0
345,36.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,0,1,0,0,0,1,0,0
346,24.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,1,0,0,0,1,0,0,0
347,40.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,1,0,0,0,1,0,0,0
348,21.5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.07127884415494427,0,3,1,0,1,0,0,0,1,0
349,3.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.06261693576328738,1,3,0,1,1,1,0,0,0,0
350,42.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2508358741597949,0,3,0,1,0,0,0,1,0,0
351,23.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.22647425680826,0,3,0,1,0,0,0,1,0,0
352,40.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.8898291871665165,0,1,0,1,0,0,0,1,0,0
353,15.0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,-0.3129114406486037,1,3,0,1,1,0,0,1,0,0
354,25.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.14490506548402746,0,3,0,1,1,0,0,1,0,0
355,25.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.31309334072482853,0,3,0,1,0,0,0,1,0,0
356,28.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.21456413276973182,0,3,0,1,0,0,0,1,0,0
357,22.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1.7560200263322014,1,1,1,0,0,0,1,0,0,0
358,38.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,1,0,0,0,1,0,0,0
359,21.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.28476023837571895,0,3,1,0,0,0,1,0,0,0
360,21.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.28476023837571895,0,3,1,0,0,0,1,0,0,0
361,40.0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0.5823314392626983,4,3,0,1,1,0,0,1,0,0
362,29.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.5745703693437738,0,2,0,1,1,0,0,1,0,0
363,45.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.0,1,3,1,0,0,0,0,0,1,0
364,35.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.32067251056752827,0,3,0,1,0,0,0,1,0,0
365,25.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.04529311897997366,0,3,0,1,1,0,0,1,0,0
366,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3120106021758714,0,3,0,1,0,0,0,1,0,0
367,60.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2.6330382509874575,0,1,1,0,1,0,0,0,1,0
368,21.5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.3129114406486037,0,3,1,0,0,0,0,0,1,0
369,21.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29035583119672925,0,3,1,0,0,0,1,0,0,0
370,24.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.375346476335666,0,1,1,0,0,0,0,0,0,1
371,25.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1.7751498510151755,0,1,0,1,1,0,0,1,0,0
372,18.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.3446746587208094,0,3,0,1,1,0,0,1,0,0
373,19.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
374,22.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.248211315917122,0,1,0,1,0,0,0,1,0,0
375,3.0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0.2867438153974083,1,3,1,0,3,0,1,0,0,0
376,35.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2.9327749289723513,0,1,1,0,1,0,0,0,1,0
377,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3120106021758714,0,3,1,0,0,0,1,0,0,0
378,27.0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,8.533963342803686,2,1,0,1,0,0,0,1,0,0
379,20.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.4522252442658167,0,3,0,1,0,0,0,1,0,0
380,19.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2892730926477721,0,3,0,1,0,0,0,1,0,0
381,42.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,9.227998752685192,0,1,1,0,0,0,1,0,0,0
382,1.0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0.055761035271290955,2,3,1,0,0,0,1,0,0,0
383,32.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2827766613540295,0,3,0,1,0,0,0,1,0,0
384,35.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1.6260914004573488,0,1,1,0,1,0,0,0,1,0
385,25.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2840412999792114,0,3,0,1,0,0,0,1,0,0
386,18.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2.55724655256046,0,2,0,1,0,0,0,1,0,0
387,1.0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,1,0,1.405212736470099,2,3,0,1,5,1,0,0,0,0
388,36.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.06298073591573695,0,2,1,0,0,0,1,0,0,0
389,25.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.29125666966946157,0,3,0,1,0,0,0,1,0,0
390,17.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.1062902778740212,0,2,1,0,0,0,1,0,0,0
391,36.0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,4.571140253620677,2,1,0,1,1,0,0,1,0,0
392,21.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.28837225417503987,0,3,0,1,0,0,0,1,0,0
393,28.0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,-0.2827766613540295,0,3,0,1,2,0,0,1,0,0
394,23.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,4.279883583951216,0,1,1,0,1,0,1,0,0,0
395,24.0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0.09726456932991473,2,3,1,0,0,0,0,0,1,0
396,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.28837225417503987,0,3,0,1,0,0,0,1,0,0
397,31.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2858429769246761,0,3,1,0,0,0,1,0,0,0
398,46.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5000433095419583,0,2,0,1,0,0,0,1,0,0
399,23.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.1712545908114476,0,2,0,1,0,0,0,0,0,1
400,28.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.07813907560113643,0,2,1,0,0,0,0,0,1,0
401,39.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2827766613540295,0,3,0,1,0,0,0,1,0,0
402,26.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.277362968609244,0,3,0,1,0,0,0,1,0,0
403,21.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.20048853163328947,0,3,1,0,1,0,1,0,0,0
404,28.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.06045145866537313,0,3,0,1,1,0,0,1,0,0
405,20.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2508358741597949,0,3,1,0,0,0,1,0,0,0
406,34.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.283495599750537,0,2,0,1,1,0,0,1,0,0
407,51.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.29035583119672925,0,3,0,1,0,0,0,1,0,0
